Timestamp,pid.Output,real_current,measure.rpm
116494366,65.3434,-238,7001
116529576,-50.6463,-140,7004
116559434,142.408,28,6999
116585349,47.3185,368,6993
116620486,63.3642,-354,7004
116652867,119.369,-179,6996
116685051,-76.5051,425,6995
116715025,-78.493,363,7003
116747331,92.3314,132,6997
116777141,-121.62,150,6996
116806431,0,-140,6993
116838061,158.412,-401,6995
116872372,-115.608,317,6996
116901522,111.343,538,6999
116930585,72.3507,129,6996
116962745,139.425,21,7004
116994915,131.38,117,7003
117026468,45.4169,173,6993
117059553,47.4185,-435,7005
117088812,-123.569,-44,6996
117121252,186.451,-609,6998
117152983,91.4278,-214,6999
117171196,-98.4526,99,6993
117195713,65.5112,392,6992
117230567,165.437,153,6999
117262566,-31.6101,609,7004
117297052,0,287,7004
117328130,66.4617,742,6993
117359712,49.2608,305,7006
117390521,-77.5355,187,6998
117421438,92.4693,-113,6998
117450944,2.51033,352,7003
117485911,-50.5396,243,6992
117514253,116.665,388,6999
117543735,90.4731,-737,7001
117561454,141.279,330,6990
117587139,110.224,-102,6999
117623054,92.4203,192,6996
117655138,111.596,-634,7006
117686745,-25.934,-96,7000
117719903,94.0348,513,6997
117750193,-142.333,235,7003
117782979,65.5684,-533,6993
117806054,113.506,85,6999
117844827,0,-108,6996
117875300,91.4804,129,6995
117906347,187.251,179,6997
117939629,89.073,290,7005
117970498,64.4238,391,7003
118002101,-26.4122,-172,6992
118033998,44.539,488,7005
118064912,-125.463,-56,6996
118096290,62.6644,336,6995
118129190,-94.453,-74,6998
118159802,-52.4584,-134,6990
118193495,62.4959,85,6998
118223640,0,364,6994
118270633,112.566,79,6999
118299090,92.5693,224,6994
118333679,0,346,7005
118363857,0,40,6996
118395496,211.653,-79,7005
118418673,-144.43,243,6997
118458755,186.674,252,6999
118488142,4.52465,414,6995
118515897,62.5948,-114,6998
118547649,-97.3943,-287,6995
118578908,-95.3987,-255,6996
118612192,64.5547,-580,7000
118643963,91.6155,-200,7004
118675395,66.6123,-246,7005
118706742,0,-134,6995
118737780,44.6204,72,6996
118770535,-144.376,224,7000
118819388,93.6033,599,7001
118845972,183.637,96,7002
118879305,-93.3623,-325,6993
118909118,65.5989,177,7000
118941769,67.6445,361,6998
118972759,91.6788,-58,6995
119004572,187.652,205,6997
119034509,91.6689,-270,7007
119064308,259.661,-163,6998
119096353,91.6648,638,6996
119128566,136.67,-55,6995
119176434,-78.4669,-209,7008
119204190,-33.3219,671,6994
119230537,92.6828,-525,6997
119264975,-121.199,-109,7003
119297502,-141.369,68,7002
119328194,64.6825,-72,6997
119359513,-142.244,-76,6995
119389280,67.6872,327,6999
119422478,67.6906,-338,6995
119444874,111.64,-19,6992
119480750,141.818,277,6997
119512390,90.7027,-368,6996
119547230,109.698,233,7003
119575826,47.7558,494,6996
119607776,-76.3035,-16,7004
119639673,-29.2787,93,6996
119669181,73.7167,49,6997
119699815,-96.2844,-240,7003
119731103,-98.2842,-371,6993
119768952,122.933,-133,7002
119795564,92.712,157,6997
119819647,-77.2637,-12,6998
119831502,142.736,34,7000
119870407,-50.1473,-577,7004
119900169,62.687,-160,6998
119935639,-31.2494,-266,7005
119964128,158.749,-149,7004
119998334,138.761,-162,6995
120028326,65.8728,-309,7004
120056694,-142.526,-177,7001
120127451,124.413,-331,6996
120153143,-93.2203,129,6994
120186848,66.7504,-2,6997
120219158,68.5142,222,7003
120250459,113.796,-216,6998
120279485,62.6234,463,6997
120309791,92.2919,-420,7005
120342325,85.4954,-609,7000
120375678,184.732,780,6991
120401852,0,525,7000
120431721,44.828,232,6996
120470867,74.0413,113,6997
120494634,2.98329,195,7000
120530172,90.8403,502,6993
120557599,-50.1589,166,6997
120590020,-50.1534,24,6996
120621869,-142.167,-16,6995
120646144,-51.1461,-4,6992
120678807,136.857,-193,6997
120713788,0,419,6992
120758780,64.8578,-184,6998
120789652,95.7769,393,7005
120821729,211.868,-246,6997
120853859,47.8831,-459,6996
120881939,-76.1088,-142,7001
120913525,141.867,188,7000
120942789,0,-238,6995
120974476,-97.1114,-562,6995
121007553,-50.1054,109,6996
121040539,185.898,-79,7002
121069401,0,188,6998
121103358,91.9233,304,6996
121135451,141.91,543,6997
121166625,38.9177,128,7001
121198448,-80.3189,185,7003
121229502,2.92411,-39,7002
121246177,-78.0808,-553,6997
121272790,-96.0798,172,7003
121305040,90.9317,-518,6993
121335701,110.936,153,6993
121370720,-93.0619,53,6996
121399823,67.9429,-158,6999
121436958,92.9669,7,6999
121463603,186.882,413,6998
121480215,2.00118,205,7003
121515115,-125.041,-559,6998
121564446,45.9581,119,7006
121588184,-16.9564,-607,7000
121625626,45.9406,-547,6995
121652616,-142.036,105,7000
121686979,0,-370,6994
121713382,137.974,528,6997
121748424,-47.022,203,6990
121775272,137.981,412,6995
121806449,96.9838,297,6999
121836877,120.977,-270,7001
121855607,94.9452,540,7000
121881056,-32.0048,417,7003
121914391,108.979,376,7004
121944672,139.011,248,6993
121974637,68.007,584,7006
122005499,94.0107,158,6996
122038290,93.0137,289,6995
122073155,-30.9853,-68,7000
122099235,139.021,263,6994
122131753,138.025,-209,7002
122167471,-92.972,343,6996
122196491,114.033,-93,6995
122227495,46.0342,327,6999
122261321,67.023,-507,7005
122289564,39.0647,91,6997
122319956,-30.8805,124,6994
122354800,129.923,-667,7003
122385042,45.0563,-317,6996
122414339,-75.0027,-503,6998
122446452,-139.937,-41,6998
122479422,46.0687,184,6999
122502030,120.938,-20,6999
122541891,-49.7752,-73,7002
122571963,0,-108,6997
122603486,-29.0961,-337,7004
122634340,111.432,-47,7000
122669189,-32.6006,-409,6998
122698137,48.8685,58,6996
122728524,3.88894,-245,7003
122759967,139.716,197,6993
122790825,111.274,400,6997
122827926,-92.8893,-66,6995
122855175,-123.32,-240,7000
122879109,93.9572,281,6998
122916326,-51.4951,-406,6999
122946325,67.1743,-144,6997
122975309,163.145,460,7005
123010026,108.156,342,7004
123040541,0,127,6994
123073553,-66.859,-1,6994
123092456,-76.8817,71,6998
123134770,94.1442,86,6993
123167113,-96.8471,203,7003
123202931,0,60,7000
123244334,188.162,401,7001
123279537,121.24,-273,7004
123307265,63.1686,456,6999
123337947,121.129,-96,7005
123368831,110.179,53,7002
123400153,0,142,6995
123436902,-75.8828,240,7001
123462076,-31.7545,-399,6998
123498767,49.2281,-61,6997
123524847,4.18027,-23,7003
123555744,-142.812,2,6995
123591327,159.193,371,6997
123619199,51.2059,-305,6998
123651059,171.206,-71,6993
123678724,93.2308,-733,6997
123712037,67.2097,-782,6999
123742801,68.2188,-19,6997
123774357,142.224,-43,7001
123804664,-46.7737,399,7004
123840999,48.2799,274,6991
123868646,210.216,229,7007
123895441,113.231,11,6994
123928064,-166.762,45,7001
123957851,-50.7675,-100,7000
123991926,-51.764,-250,6992
124023858,186.27,323,6999
124054454,-50.7519,278,6998
124087235,-96.7192,194,6995
124109713,46.2656,-169,6997
124122722,1.27775,388,7004
124161114,112.242,218,6999
124193794,-29.7505,217,7004
124223949,64.3602,-75,7007
124254908,189.267,184,6996
124289544,93.2743,244,6997
124320612,3.33349,330,7003
124351199,0,433,6999
124382838,184.285,43,7004
124416622,65.3229,320,6999
124459613,-0.705315,-47,6995
124491060,122.473,274,6995
124514465,97.3026,-130,6999
124549379,-46.6923,-26,6997
124581479,138.306,-50,6997
124614017,187.271,-162,6995
124646217,113.32,-3,7007
124676589,187.323,-409,6995
124708564,66.3296,-354,7003
124735787,4.37615,-165,7003
124771657,-142.665,14,6996
124804010,183.338,290,7000
124833444,-97.6793,-19,6994
124863971,111.346,90,6997
124896624,-0.651169,-86,7003
124927239,-47.6451,182,6997
124956783,110.336,-187,6997
124988917,141.311,15,6996
125022337,115.633,434,7004
125051025,46.0976,23,6994
125115590,0.0445562,576,7000
125147914,139.311,368,6998
125176312,3.17199,125,7001
125205568,-49.5162,19,6996
125238843,184.421,403,6993
125270515,92.4493,548,7002
125304311,66.4567,136,7004
125334747,0,112,6997
125366019,46.4355,251,7006
125397483,111.449,-265,7000
125426499,0,-303,6993
125456964,-5.79093,3,7005
125489202,-138.586,206,7003
125506752,50.2467,584,6997
125534824,-93.5799,503,6996
125568627,-93.5756,-10,6994
125600962,160.43,421,6993
125628882,-121.634,405,6996
125659612,64.3063,-693,7002
125690692,0,-731,6999
125723989,96.2988,179,6995
125738921,0,-314,7001
125773353,187.421,217,6996
125800791,-29.5411,267,7003
125832523,39.3891,57,7000
125860961,45.4635,133,6993
125893954,-74.5434,-238,7003
125925570,49.418,-42,6993
125953261,-69.5264,241,7000
125984131,-169.542,76,6996
126017415,0,-243,6992
126050299,113.499,-111,6997
126079865,-49.492,167,7004
126114258,110.49,237,6999
126144431,141.567,234,6994
126174320,63.4597,-23,6997
126202823,48.5035,574,6994
126234680,-75.5105,-256,7001
126267100,5.42437,-596,7000
126301763,-77.4852,194,6997
126327536,171.517,-205,6995
126362246,-51.4777,-83,6993
126392420,140.568,-17,7000
126426212,45.5288,347,7004
126459136,91.5346,439,7004
126488310,0,600,6999
126520947,64.6327,318,7004
126544529,142.516,-86,6997
126578057,0,527,7007
126610125,132.48,-154,7007
126642806,67.5737,353,6993
126673361,-74.455,-11,7006
126705555,93.5601,-126,6996
126737658,-74.4455,594,6999
126764007,143.568,9,7000
126799852,65.4982,-139,6992
126829469,187.722,-557,6997
126862284,-46.4189,-47,7002
126891828,140.514,-88,6998
126924629,96.7085,-92,7004
126954958,113.593,423,7004
126986457,0,-413,6995
127016648,48.608,339,6997
127047409,-74.3846,-532,7003
127080080,91.6068,219,6995
127111056,-115.391,-341,6999
127142046,48.6133,388,6993
127165920,160.619,157,6993
127201132,0,153,6998
127232772,112.624,-539,6990
127264370,67.6272,20,6999
127296414,121.622,-509,7004
127329567,112.653,-528,6999
127361036,190.071,-124,6996
127392281,159.639,90,7004
127418096,39.6828,719,6995
127451445,-75.3544,190,7004
127483113,3.6403,155,7000
127515350,44.3928,634,6997
127545204,-143.508,-5,7004
127575086,0,516,6993
127608480,189.107,344,6998
127641183,-142.469,29,6995
127669372,113.205,-67,6999
127701934,45.6731,-337,6996
127733632,68.6782,1,6993
127764243,142.859,-41,6997
127794604,0,-503,7005
127826113,89.7813,5,7003
127860238,67.7579,119,6991
127890292,46.6617,27,7007
127919531,140.074,376,6993
127943453,160.701,-254,7009
127956552,172.153,144,7000
127996586,-143.974,-141,6996
128027331,0,-459,6997
128062101,166.754,172,6999
128092282,142.694,218,7001
128124248,65.7921,-341,6998
128156032,-30.272,189,7004
128184502,110.732,69,7003
128216392,2.73315,-48,6995
128247783,-125.262,89,7004
128279371,140.67,193,6996
128308485,141.561,177,6997
128342470,-141.256,415,7000
128371715,139.727,-47,6998
128401720,171.73,0,6995
128434789,-92.2452,72,6991
128464243,66.7572,273,6995
128496309,68.7606,77,6996
128528090,92.7393,87,6995
128558619,-77.3849,643,6995
128577080,50.7683,436,6996
128609956,112.743,-32,7004
128635734,39.7605,-10,6998
128666639,64.7794,236,7001
128695928,189.622,106,7000
128727242,91.7875,800,6995
128760454,40.9093,-275,7003
128786788,93.7736,399,6995
128817825,184.798,161,6997
128853704,0,463,7003
128888054,114.806,211,6994
128916081,94.8574,310,6999
128946266,68.8139,-370,7004
128978622,93.7979,-64,6997
129005047,142.837,179,7004
129036419,0,-252,7004
129070434,0,-59,6995
129102554,141.735,-140,6998
129136041,51.8332,-222,7000
129167906,-94.1807,-239,6998
129201819,123.834,468,7002
129228420,-49.0858,-46,6994
129263763,63.7468,484,7000
129290950,142.733,353,6997
129326577,92.8561,-61,7005
129355566,-49.138,219,6997
129378845,0.863743,129,6994
129418764,130.883,201,7003
129446835,91.8731,469,6994
129478532,77.883,82,7001
129511572,-141.154,62,6996
129542579,137.883,240,6999
129573829,114.886,27,7005
129592197,65.8903,-40,6990
129633374,91.8937,129,6999
129665032,-46.1008,-523,7002
129695572,140.933,186,6997
129734309,45.9058,-560,7006
129761325,112.769,-253,7006
129792757,141.867,199,6995
129821251,-49.0834,-522,7001
129853577,190.07,353,6998
129882488,67.9206,-278,6997
129916061,-74.4077,247,7003
129945391,67.9318,104,6998
129980428,2.92461,-123,7003
130005470,-142.053,190,6995
130038985,183.941,80,6993
130068342,188.719,4,6999
130139647,186.955,-146,6997
130164541,41.1414,-143,7007
130195988,0,245,7009
130227176,-126.729,116,7000
130261631,-75.8096,-250,7004
130288134,-115.028,-74,7000
130319694,140.812,344,6998
130350470,-65.9489,78,7003
130383015,-49.1187,-354,6996
130413485,184.953,180,6999
130444014,-92.011,485,6996
130475905,143.229,-17,7000
130506633,110.479,-392,6997
130541909,63.9728,370,6995
130583289,-28.8536,-628,7001
130615807,69.0117,-90,7004
130649903,-27.9821,87,6994
130694270,112.02,137,6995
130730424,-50.9983,-217,6998
130773158,123.988,-248,6997
130804528,46.0262,290,6995
130828583,185.014,190,7002
130863842,52.0345,331,6998
130895298,0,-251,6999
130928697,94.0646,169,7004
130958676,0,44,6999
130989733,114.042,-19,6999
131019869,49.0577,211,7005
131051724,0,-531,7000
131081225,0,-35,6994
131113103,-74.8774,228,7006
131143509,-140.836,-418,6996
131176913,93.0695,247,6999
131208864,6.13219,-118,7000
131239028,140.081,339,6996
131267019,185.077,324,7000
131299648,-93.9428,59,6994
131330604,141.067,501,7000
131363569,190.089,684,6997
131396897,93.094,74,7007
131420974,0,395,7000
131455094,0,509,6994
131487469,87.1041,64,7003
131520035,141.037,14,6994
131545902,263.108,-136,7003
131576432,46.112,-208,6996
131609364,253.116,-277,7000
131635300,68.1189,106,6996
131667203,-95.8287,149,7000
131700125,0,-151,6995
131726217,-28.9768,538,6993
131765654,187.061,-381,6999
131797693,2.13773,311,6999
131825778,138.143,236,6995
131855613,-28.8742,-10,6997
131888002,-28.8502,4,7003
131921797,-142.846,-203,7003
131953403,46.1571,120,6995
131985691,169.16,93,7004
132012868,94.1695,100,6998
132044156,173.156,-14,6997
132077207,-50.8431,-326,6994
132105128,115.174,-16,6999
132139092,-141.825,-479,7002
132165036,113.2,-347,7004
132198717,68.1827,169,6997
132232027,66.1266,361,6994
132267436,69.1915,-105,6999
132297009,66.1195,-601,6994
132326343,-75.8018,-120,6999
132358597,-114.8,-429,7001
132390058,-46.7704,-97,6996
132426097,95.2179,549,7000
132447194,-50.7877,193,6992
132483475,139.191,253,6993
132515115,47.163,268,6999
132548029,67.1512,-547,7005
132579167,69.7083,55,6997
132609861,-30.3631,387,7005
132642559,94.1107,-58,6994
132659181,143.409,177,6996
132682613,-28.5721,-28,6997
132720124,97.1609,-107,7000
132747911,92.2472,221,6993
132780114,104.661,89,7002
132814135,-137.753,197,6998
132846711,93.3174,11,6991
132877239,47.2952,-74,6996
132907187,0,-445,7000
132939676,46.2675,-91,6999
132968681,43.7159,-101,7007
133002405,111.508,247,7005
133033285,-45.7214,-31,7001
133055743,0,131,7005
133090370,-75.7164,-336,6996
133126817,93.2979,135,7000
133155777,0,134,7003
133185174,-141.699,-595,6995
133201063,67.298,485,6999
133237522,68.3005,-409,6999
133266984,143.305,322,7004
133298432,133.199,-155,6998
133330962,140.335,182,6994
133361273,67.3274,137,7007
133392374,66.3907,122,6995
133422172,235.321,-191,7007
133450593,-27.6763,508,7000
133483952,93.3295,442,6998
133515663,172.332,-121,7002
133548240,-48.6282,56,6998
133579628,124.379,292,7004
133609045,-91.6571,-515,6994
133641823,185.345,-704,6993
133669964,46.3493,-500,7004
133703032,66.3541,195,7005
133734424,213.356,-360,7000
133766402,47.3611,170,6994
133796809,3.2916,-311,7005
133830024,-27.6737,-143,6995
133862575,133.44,119,7006
133886624,-121.734,-126,6998
133920212,140.378,85,6995
133953760,6.54331,107,6998
133982389,66.3844,443,7000
134014128,-47.6391,274,7000
134045257,122.226,-92,7002
134078611,66.3423,-190,6997
134108152,97.3892,-546,7006
134139117,66.4038,-242,7004
134170729,210.438,-463,6995
134201604,96.4256,307,6998
134234862,0,-138,7003
134261760,-234.586,488,6997
134297150,172.559,-535,7000
134327167,3.39113,-55,6996
134359265,114.451,62,6995
134389395,0,-90,7002
134422041,0,-519,7006
134454858,144.363,326,6997
134479493,122.436,251,7006
134512991,158.44,-445,7004
134547300,-29.6027,522,7006
134575776,67.4519,231,7007
134607361,143.446,403,6996
134638909,-74.5309,203,7002
134669701,125.566,378,6995
134685670,46.4575,48,6994
134718359,76.4607,125,6998
134745369,1.46258,-104,6997
134778898,140.469,61,6993
134807504,96.6555,-45,6997
134839985,-28.5252,-264,6995
134872537,115.475,393,6999
134904206,-45.5206,477,7004
134931745,66.5492,105,6998
134966718,140.488,287,6995
134995698,-50.5307,165,7001
135032026,-121.283,181,7003
135062279,115.003,-212,6998
135123362,-139.564,-233,6995
135152469,142.907,633,6995
135183355,-91.4908,-188,6996
135213051,-67.5045,-300,6997
135250382,141.413,-244,6999
135277890,93.5142,181,6995
135292143,218.914,99,6998
135315485,188.664,241,6997
135354737,114.493,66,7005
135384041,142.621,152,6997
135415174,93.5062,-58,7005
135445051,87.9127,-52,7003
135479180,46.5425,-161,6993
135508997,85.7774,80,7005
135540737,-120.124,37,6998
135571741,124.338,87,6999
135602452,-94.625,-181,6997
135635079,138.562,288,6995
135665476,93.5967,376,7004
135681848,0,31,6994
135709644,184.569,-165,6995
135739763,0,6,6997
135774424,69.5764,-55,7007
135806504,0,-541,6998
135836907,49.488,229,6994
135867623,94.4882,250,7003
135897460,-121.39,300,6996
135914169,51.8983,144,6996
135945847,70.5507,-158,7002
135975663,92.5998,91,6993
136006758,5.77692,386,6996
136036840,68.6262,60,6997
136065889,112.707,-12,6993
136100517,139.606,260,7000
136115100,0,627,6999
136131566,113.616,49,7002
136158050,94.6173,-162,6999
136192734,143.718,381,7001
136225128,213.521,267,6998
136255659,0,195,6996
136286392,46.633,489,7007
136318900,0,321,6996
136348755,-75.2818,-12,6997
136379292,-29.3758,-61,7000
136411057,140.646,-62,6998
136442912,161.65,-354,6994
136474042,143.652,356,7000
136494385,115.655,-18,6995
136520029,69.6593,510,6999
136552288,170.663,22,6996
136583884,184.667,102,6997
136613082,143.689,-522,7001
136643327,113.671,-285,7002
136676768,94.672,-67,6999
136706850,114.666,-5,7007
136737152,-96.3236,-541,7003
136771821,-50.2051,103,6996
136804970,-160.316,274,6997
136847915,77.752,-40,6999
136876970,-47.3108,229,6995
136913698,141.695,-225,6998
136937431,-46.3044,-535,6996
136970752,-47.323,-419,7000
137003045,140.656,5,6995
137030747,98.7073,229,7005
137064399,141.694,14,6997
137096174,215.717,70,6995
137129299,-29.2028,-407,7005
137160752,65.725,73,7000
137189189,46.7255,372,6994
137218718,-95.2721,427,6998
137249717,-73.2695,324,6995
137283829,-95.2859,-12,6999
137312820,3.73693,303,6997
137345667,114.766,114,6992
137377959,141.74,650,7000
137408749,144.436,160,7001
137440721,112.813,120,7004
137473994,188.75,94,6996
137504687,235.752,-298,7007
137531215,167.805,-439,6996
137565925,67.7643,-541,7001
137595172,-31.2313,-72,7003
137626884,92.7724,-475,6995
137658347,-95.1796,14,7004
137689512,-141.083,122,6994
137723003,161.782,21,6999
137754260,-91.2153,397,6994
137781644,67.7862,-585,7002
137812745,72.7904,291,7002
137843605,235.794,51,7006
137875897,215.8,282,6999
137908667,94.7527,552,6996
137940009,0,306,7007
137969348,66.8055,519,6994
138000873,41.9113,-220,7005
138027364,-29.5737,-50,6994
138054767,0,-157,6997
138086970,68.8672,-64,7000
138120189,90.8823,238,6997
138147421,49.9741,-58,6995
138182152,-65.3287,109,6996
138198746,113.76,335,7000
138230269,97.3983,-245,6999
138261372,0,-596,6996
138292000,67.6306,138,6999
138325712,145.069,-32,6999
138357539,113.818,51,7007
138388758,0,-138,6996
138420183,93.8443,212,6998
138452843,52.7239,-440,6999
138482445,0,-199,6998
138514431,112.845,-118,6999
138546504,69.8685,-497,6996
138578970,141.929,-228,6997
138609040,143.158,-311,6999
138640613,141.881,-100,7004
138672371,-77.1137,-281,7003
138705553,46.8862,44,6993
138736855,75.8926,-17,6999
138768063,92.8942,186,6995
138816405,139.875,-568,7002
138862918,67.8873,-259,7002
138907900,100.911,287,7000
138938713,215.886,3,6995
138958981,119.881,-165,6997
138999909,49.9103,293,7005
139033459,133.918,-85,6999
139064350,70.9235,357,6994
139095215,-75.1831,-87,7004
139128425,-92.0881,-68,7000
139160181,161.944,820,6992
139206217,96.9437,-138,6998
139236491,0,-309,6990
139269179,189.951,-340,6999
139300071,171.05,-254,7001
139331503,189.96,491,6999
139358642,49.9545,-584,7004
139390525,68.0152,-30,7002
139423333,140.97,25,6995
139452749,67.9744,193,7006
139482966,143.989,226,6996
139515237,140.983,284,6993
139549216,40.9859,549,7003
139572046,0,364,6993
139607911,186.013,281,6995
139639917,-93.008,82,6996
139668819,112.967,347,7000
139700548,48.0017,-61,7004
139733835,95.0314,284,6999
139766583,0,-85,6997
139797788,0,-310,7007
139826303,86.0166,-300,7003
139858249,70.0214,126,6994
139891408,142.024,-314,6997
139923978,0,-71,6996
139951801,139.029,-118,7000
139984716,123.034,-11,6995
140017027,161.039,266,6995
140066156,-44.9585,-500,6990
140129575,93.0474,171,6997
140155386,48.0502,162,7006
140184248,112,-24,7000
140216779,143.071,293,6994
140247838,70.061,378,7006
140283233,-118.943,130,7002
140328877,188.064,259,6997
140361251,47.065,-127,6995
140385696,67.1023,58,6995
140423094,0,636,6991
140465409,114.069,92,6995
140496558,47.0794,619,7004
140532902,67.1772,88,7002
140561439,141.013,46,6997
140593469,48.0433,574,6995
140624201,310.931,11,7000
140653110,48.065,259,6994
140684435,-27.0672,-70,7005
140716651,93.1032,87,6994
140747167,0,381,6995
140763361,-31.2006,-80,7003
140787478,49.1841,112,6998
140825849,1.11293,178,7002
140851368,70.1166,-219,6995
140890407,161.619,-526,6995
140916079,69.0879,-92,7002
140950242,140.162,-337,6995
140976861,141.069,80,6997
140997623,94.0974,324,6997
141025937,114.133,20,7007
141058430,41.1415,131,6995
141093225,47.1424,519,7005
141123509,6.14416,254,7005
141153227,93.1484,406,6994
141183461,139.15,-23,7001
141215479,-112.846,153,6995
141245305,115.159,3,6995
141275366,4.21728,308,6995
141308007,1.16588,84,6990
141337840,93.1669,382,7000
141367866,141.172,162,7006
141404112,68.1777,-236,7004
141435992,47.1808,48,6994
141484595,52.1848,29,7007
141510378,-64.7831,408,6998
141546330,142.215,-221,6999
141574320,-137.826,-633,6998
141602766,-47.8031,85,6990
141637765,140.202,128,7000
141667857,123.201,121,6995
141703599,191.208,-513,6997
141730497,-26.7841,86,7004
141763538,142.311,289,6997
141792309,96.2488,411,6998
141820387,50.2289,526,7003
141856821,-76.775,-100,6996
141903388,48.2301,-500,7006
141930246,93.2302,584,6996
141959037,76.2367,-185,6997
141994097,-72.7632,-225,7000
142021696,0,24,6996
142054708,125.466,586,6994
142089522,-75.7788,236,7006
142139044,53.1019,413,6998
142182047,69.2537,457,6995
142210946,143.242,26,6999
142244306,68.3655,402,7002
142291625,144.21,219,6998
142320733,95.2544,315,6998
142358205,144.247,49,7003
142382378,52.2746,154,6997
142411340,151.276,308,7002
142444872,0,-230,6999
142483584,142.287,111,6999
142526205,-20.7228,269,6999
142556682,139.296,-170,7004
142588472,99.2817,-10,7004
142616439,69.2765,14,7009
142648391,113.374,219,6995
142678618,-28.6905,248,7005
142711064,65.4342,236,6998
142739038,49.3177,129,6996
142773115,6.41856,332,7003
142803767,45.3733,-264,6995
142831760,140.303,418,6999
142867836,52.3446,506,6996
142898987,115.335,-610,6993
142932446,96.3479,227,7004
142976654,67.4145,471,7002
143009165,0,277,6995
143038412,0,373,7005
143070153,261.915,363,7003
143099015,47.3569,177,6993
143131388,140.383,-136,6999
143165318,-186.065,350,6995
143196784,143.196,282,7004
143218351,65.4826,86,6997
143265247,68.3046,-96,7005
143307457,190.197,120,6997
143336181,50.4906,65,7007
143368332,-28.3877,62,7003
143402366,0,54,6994
143431826,136.197,235,7005
143461585,47.3945,251,6993
143491177,-72.4937,419,7001
143522415,70.3997,-26,6996
143554593,76.4014,-257,6999
143583771,-67.5959,94,6999
143618704,-119.649,-17,6995
143641595,139.408,-46,7001
143681209,68.393,412,6992
143723058,69.4029,402,7001
143755211,144.307,-128,7006
143786150,262.479,-7,6999
143818245,0,-80,7004
143842307,214.431,-351,6997
143878733,0,135,6994
143910195,94.4383,-663,6997
143943922,-95.5526,-147,7003
143973589,95.4401,63,6998
144005618,188.443,21,7002
144038059,-48.5279,149,6993
144066428,68.4352,-583,6995
144098901,53.451,304,6996
144129401,-28.5452,-178,7001
144164352,-45.5408,-157,7002
144205575,142.487,-151,6999
144241403,0,372,7007
144285135,-28.6145,-63,7003
144314804,47.473,-727,6995
144346256,-74.5234,-209,7005
144377244,-74.5216,-89,6998
144409486,78.4501,-250,6999
144438190,-64.5157,-126,7000
144470662,65.4335,-271,6995
144502126,7.49006,72,7000
144532271,-44.5068,-129,6997
144563180,123.497,452,7002
144592827,76.5011,7,6999
144625928,-94.4065,-216,6997
144649319,53.4913,676,7004
144685890,94.4954,-173,7004
144714433,143.608,222,6995
144750005,116.517,-35,7000
144780533,-67.4804,183,7005
144813780,47.5225,93,6995
144843393,125.531,617,7000
144874736,-66.4709,-46,6995
144906053,161.532,178,7000
144935429,52.6084,-626,6997
144967277,-44.4667,-199,6992
144998552,-67.4695,281,6997
145028423,-44.4593,87,7002
145060695,116.544,-251,7001
145132579,-75.6013,31,7004
145156064,68.5401,125,6996
145188409,115.559,60,6998
145221507,6.55679,130,7007
145249677,-47.5705,232,6998
145283145,111.682,742,6997
145311360,5.60869,-103,6998
145342999,68.5718,-13,6993
145374707,97.6195,109,7002
145404075,144.579,222,7004
145438434,47.5794,172,6995
145461711,141.521,350,6995
145501589,52.5868,-93,7000
145534651,47.5901,126,6995
145580231,-91.4419,482,7005
145608983,-141.825,-27,6995
145643616,115.564,151,7000
145672745,4.70785,252,6998
145702963,-47.6428,251,6992
145735148,113.503,104,6999
145766270,-26.9535,470,7006
145798058,139.616,83,6998
145831088,98.6358,231,7005
145861436,-73.196,45,7004
145891556,-28.6444,-176,6998
145922960,1.62388,448,6995
145957172,81.9769,-498,6996
145988367,0,250,6996
146035838,0,-87,6996
146077704,0,-23,7002
146111868,48.6621,-102,7003
146140507,0,97,6999
146170992,168.642,160,6999
146202164,123.646,-283,7004
146234081,0,61,7007
146266143,96.5779,413,6996
146297654,-74.3985,235,7000
146327462,-72.4117,413,7000
146360457,67.6002,-64,6998
146391693,140.663,306,6999
146423072,142.668,-128,6998
146448759,140.668,-173,6995
146483038,0,212,7004
146516733,69.6751,-248,7007
146545928,48.6523,-379,6997
146577810,48.6821,-595,7005
146612044,86.6045,-597,6998
146643265,94.6865,231,7006
146664769,-28.2776,-22,7007
146701618,47.6939,210,6997
146733891,139.697,-128,6998
146768040,52.7012,-291,7000
146798429,-47.2973,-17,7002
146831201,65.6964,171,6999
146863975,-44.2915,45,6995
146889903,139.711,-346,7006
146924067,-28.2732,402,6995
146956322,-49.1655,138,7004
146987030,42.719,142,6998
147018413,44.775,102,6998
147049387,-74.2757,-558,7003
147080176,95.7232,137,6995
147109810,173.734,376,7003
147142678,-66.267,199,6993
147174453,173.734,120,6995
147218403,0,-569,6992
147251120,-118.297,203,6999
147274814,124.565,71,6997
147311004,70.759,-7,6999
147345005,143.761,275,7000
147374214,48.762,-164,7005
147407128,-122.229,-221,7003
147438189,47.769,-424,6994
147469835,4.84402,-88,7005
147500658,-139.235,-97,6997
147533291,115.778,-91,6995
147562753,189.778,526,6997
147599299,142.817,84,6995
147642092,0,60,6999
147673342,116.791,183,7002
147701718,4.68828,-394,7005
147740260,94.7983,315,6998
147769032,142.835,71,6999
147802908,67.8635,-74,6998
147847848,173.809,60,7002
147878802,-92.1885,378,6993
147909271,162.816,-434,6999
147938670,-136.182,597,6996
