Timestamp,measure.rpm,real_current,pid_Output
131952173,-8579,-721,-290.786
131984388,-8612,-535,-260.033
132015682,-8653,337,-251.402
132047962,-8678,120,-367.459
132081241,-8705,-479,-513.601
132115012,-8751,-516,-247.478
132147358,-8775,-435,-58.8636
132178569,-8821,-351,-274.436
132243260,-8864,-121,-252.608
132270823,-8873,890,-1116.91
132301559,-8875,-176,-1841.88
132334382,-7592,18913,30000
132364729,-6027,3212,5440.64
132397151,-6115,-281,-44.2983
132427015,-6101,-245,-314.232
132460147,-6137,-190,-261.353
132491046,-6185,171,-68.3653
132522167,-6193,-184,-313.426
132553832,-6235,-463,-377.461
132585755,-6247,-369,-366.5
132615221,-6314,-375,-379.793
132660494,-6336,-469,-469.434
132692470,-6377,-75,-324.653
132724112,-6412,-89,-126.977
132756071,-6445,-757,-228.715
132785836,-6460,-510,-495.757
132819830,-6508,-129,-307.58
132859015,-6551,-356,-543.072
132897006,-6577,-33,-211.904
132924263,-6612,-256,-538.489
132957507,-6643,-235,-308.748
132987319,-6675,-84,-432.577
133017905,-6715,-725,-493.751
133069271,-6744,-388,-225.09
133091188,-6766,-155,-57.3753
133121803,-6788,-201,-182.125
133157804,-6845,-12,276.251
133189691,-6874,-277,-797.251
133220822,-6903,-200,-366.26
133253473,-6944,-623,-433.332
133285951,-6952,41,-285.371
133313516,-6995,-67,-468.38
133342802,-7030,-248,-641.387
133376208,-7050,241,-307.378
133406327,-7094,-371,-331.485
133439657,-7134,197,-276.517
133480693,-7164,-403,-390.578
133514377,-7191,-560,-270.608
133545844,-7236,-422,-221.658
133577282,-7259,-598,-88.5929
133607523,-7281,-645,-248.718
133641476,-7317,78,0
133675614,-7350,-383,-323.792
133701525,-7392,-113,-245.982
133732909,-7435,-6,44.651
133762859,-7449,-135,-204.928
133793344,-7474,-64,-182.933
133823644,-7512,-236,-293.954
133866868,-7564,-715,-158.041
133902508,-7599,189,-260.058
133934197,-7612,164,-154.107
133968382,-7660,112,-119.887
133997954,-7678,-237,-368.177
134030926,-7744,-246,-351.053
134084716,-7769,143,-75.6801
134122593,-7803,-492,-69.3315
134154546,-7828,-169,-318.365
134185097,-7871,-271,-712.429
134218697,-7905,25,-94.3931
134251587,-7953,-482,-478.995
134280149,-7962,-371,-252.082
134311741,-7984,-8,-81.2165
134344422,-8014,-881,-288.941
134370303,-8059,452,-254.735
134407733,-8092,120,-112.583
134437751,-8124,75,-549.904
134478944,-8170,-133,-684.363
134514770,-8216,-159,-110.957
134545084,-8229,-137,-404.865
134579280,-8259,65,-512.782
134609299,-8287,24,-538.233
134642184,-8320,-494,-550.486
134669608,-8334,160,-249.072
134694817,-8372,-583,-113.182
134729157,-8407,-397,-299.103
134755388,-8439,-649,-290.978
134786693,-8463,133,-272.187
134817943,-8497,-33,-158.283
134848050,-8531,-561,-443.17
134882546,-8557,-713,-263.434
134909348,-8600,-515,-340.197
134954105,-8638,-258,-258.306
134986115,-8656,-319,-345.454
135013465,-8703,-406,-416.465
135045771,-8726,-133,-130.684
135078109,-8760,-534,-446.57
135108373,-8785,-482,-296.608
135139739,-8823,213,-564.65
135172072,-8844,-653,-132.687
135201605,-8865,624,-403.879
135233614,-8872,-409,-1427.86
135268026,-8873,-258,-1878.16
135288484,-6865,12970,30000
135326092,-6058,-618,-24.8029
135358504,-6095,227,-40.3845
135389110,-6126,80,-408.028
135421532,-6159,-250,-682.864
135454400,-6164,-505,-277.59
135501206,-6208,-163,93.4096
135510460,-6239,-720,-230.663
135545238,-6268,-109,-184.618
135577672,-6295,-99,62.7803
135608549,-6349,-243,-358.677
135638386,-6359,132,-209.713
135668076,-6411,-82,-92.8102
135702277,-6445,-262,-512.915
135730908,-6475,40,-259.046
135764586,-6495,-424,-209.824
135797611,-6534,-159,-305.836
135829770,-6564,-236,47.0059
135860707,-6605,29,-88.1518
135901211,-6632,-96,-393.09
135937434,-6665,-527,-128.33
135964487,-6680,-266,-121.153
135996616,-6728,122,-143.301
136030571,-6765,-653,-234.238
136061865,-6788,-144,-62.2984
136103500,-6839,-210,-363.296
136141563,-6850,-415,-391.374
136171159,-6897,-521,-183.409
136204604,-6928,-226,-25.4877
136236389,-6976,-64,-778.485
136268342,-7010,-175,80.6881
136300203,-7056,-523,-337.574
136343019,-7092,-259,-353.402
136374752,-7110,-24,-286.635
136404013,-7154,-210,-195.579
136437388,-7170,-403,-427.72
136471373,-7204,-197,-179.848
136501204,-7215,-4,-18.7976
136533793,-7267,-134,-350.99
136602258,-7339,-504,-465.91
136625899,-7363,-572,-328.783
136663872,-7396,-105,-32.9832
136691966,-7410,-85,-510.907
136714827,-7446,-450,-352.06
136752452,-7476,-398,-212.273
136782350,-7512,-45,-391.128
136814747,-7540,-128,-162.448
136845278,-7580,-391,29.4685
136882472,-7627,-550,-286.815
136922707,-7654,186,-387.489
136950964,-7687,78,193.651
136984204,-7724,-640,-365.865
137015886,-7748,369,-545.622
137047640,-7768,118,-780.985
137078997,-7814,-491,-234.31
137113411,-7866,-204,-22.7628
137143954,-7870,-372,-493.084
137171940,-7924,-582,-352.952
137203342,-7920,-259,-541.15
137235737,-7968,403,-233.67
137264325,-7987,-257,-87.6308
137297967,-8032,-475,-650.818
137328350,-8043,4,-262.775
137355199,-8098,332,101.173
137389830,-8116,-259,-334.822
137419955,-8161,-726,-552.913
137451988,-8178,-675,-66.9491
137483828,-8218,13,-19.1081
137528988,-8244,-886,-517.048
137557454,-8283,-708,-557.958
137586514,-8327,-159,-123.498
137624093,-8352,-192,-407.113
137652453,-8386,-747,-159.276
137682684,-8442,19,-332.632
137745439,-8482,-19,-467.331
137776008,-8505,-389,-116.369
137806004,-8534,-519,-273.416
137839105,-8575,-431,-235.459
137869259,-8597,-965,-540.694
137895296,-8648,-304,-335.582
137957860,-8682,-417,-396.642
137990534,-8714,414,-328.734
138024326,-8747,-954,-272.946
138052054,-8784,49,-498.935
138084200,-8801,-305,-163.761
138115300,-8850,-133,-473.55
138151626,-8857,-78,-466.885
138175684,-8854,592,-1268.97
138208105,-8794,2883,30000
138247937,-6939,15015,30000
138275688,-6049,-873,-865.56
138342543,-6121,-164,-470.557
138368696,-6147,-234,-424.536
138401030,-6183,-95,-112.356
138432597,-6220,-285,-609.399
138463999,-6243,-594,-159.428
138496809,-6270,-176,-443.541
138528556,-6319,-628,-264.523
138561481,-6316,-14,-138.487
138586064,-6373,-122,-158.568
138619774,-6394,-339,-481.618
138652959,-6442,30,-124.649
138683270,-6447,-282,-442.687
138714851,-6507,91,-461.744
138758454,-6545,-557,-280.781
138791569,-6572,-312,-282.883
138822280,-6590,-212,-142.852
138853296,-6632,-230,40.7224
138881607,-6658,-446,-254.856
138909629,-6725,-523,-138.752
138976148,-6756,170,-611.337
139010881,-6797,0,84.1104
139042478,-6819,329,-309.1
139074277,-6849,-25,-212.84
139104379,-6883,-576,68.9861
139137142,-6904,180,25.7365
139168140,-6945,-186,-292.379
139196127,-6969,-387,-357.105
139227841,-7002,-299,-439.883
139259109,-7031,422,131.648
139289770,-7113,-542,-421.058
139355973,-7122,218,-297.327
139384366,-7167,-38,49.6274
139414092,-7191,-86,-322.83
139447410,-7219,-697,-93.6574
139478631,-7274,104,-466.022
139512302,-7277,-446,-301.166
139546908,-7314,-224,-296.732
139573910,-7351,-158,-152.234
139603770,-7399,56,-477.604
139633916,-7430,142,-199.439
139671109,-7446,-677,-204.789
139697816,-7535,-22,42.1221
139761982,-7528,-404,-522.958
139791472,-7574,-174,-119.057
139821918,-7617,160,-156.035
139854281,-7627,-785,-571.078
139885291,-7650,-30,-308.091
139901518,-7675,-93,-506.125
139931143,-7722,-125,-425.951
139995182,-7785,44,-27.1626
140025358,-7802,-354,-291.466
140056682,-7849,-47,-36.1056
140088265,-7872,-864,-581.344
140120572,-7901,-175,-212.486
140151269,-7936,-800,-140.447
140180672,-7954,237,-734.454
140213915,-7992,-79,-587.499
140243186,-8032,77,107.465
140276086,-8055,-134,190.175
140307039,-8078,-996,-34.3825
140369379,-8144,423,-366.735
140399468,-8196,-8,-259.732
140429068,-8193,-451,18.2306
140459737,-8245,-38,-549.765
140492870,-8266,-814,-112.817
140524631,-8301,-374,-338.798
140556353,-8337,-493,-455.928
140587004,-8366,60,39.0252
140617013,-8408,129,-530.015
140649415,-8443,29,-323.053
140678914,-8464,-653,-422.096
140710179,-8525,57,-271.282
140775067,-8542,-585,-398.305
140802221,-8582,-291,-345.253
140831553,-8604,-861,-204.225
140862517,-8639,-164,-252.344
140895337,-8675,258,-395.43
140927397,-8712,-430,-104.866
140960674,-8743,-26,-320.539
140989436,-8762,105,-318.507
141022070,-8804,-44,76.4476
141054186,-8836,-723,-197.614
141084719,-8865,11,-582.451
141115251,-8869,646,-935.397
141181818,-7856,20642,30000
141212988,-6115,8549,10068.3
141243161,-6087,-860,-116.372
141271752,-6103,151,-411.34
141303938,-6140,-108,0
141340965,-6195,-440,-96.4279
141388277,-6212,-941,-181.471
141415928,-6236,-366,-383.442
141445783,-6273,195,-510.404
141475459,-6315,-468,-73.0299
141506978,-6334,-342,-304.781
141536595,-6372,-96,-559.663
141583860,-6406,312,-522.033
141611931,-6447,-450,-275.751
141643259,-6478,-164,-487.79
141676389,-6515,-366,-441.936
141711070,-6537,-344,-125.112
141741065,-6611,-418,-220.442
141803960,-6636,-212,-290.254
141832981,-6652,155,-376.73
141862152,-6692,-204,-211.738
141896384,-6716,-661,-804.927
141927676,-6768,-120,-395.125
141961083,-6773,-192,-243.738
141988327,-6812,-92,-599.729
142016807,-6861,178,85.2635
142053847,-6877,-505,-116.225
142086463,-6916,-150,-17.1954
142116709,-6941,-70,91.8833
142150940,-6990,-99,-587.624
142182057,-7026,-835,-225.263
142211212,-7053,-66,-265.019
142242750,-7079,112,-592.111
142273579,-7095,-350,-93.8083
142303941,-7129,-202,-80.1556
142334485,-7142,-228,161.098
142348215,-7169,-59,0
142359322,-7204,-193,131.254
142394316,-7224,81,-293.705
142420429,-7244,68,-513.983
142455395,-7276,-146,-229.739
142488923,-7322,-168,-229.774
142519611,-7351,-740,-321.811
142550923,-7378,-518,-179.704
142618187,-7451,-260,-176.306
142645016,-7470,-55,-514.656
142673613,-7509,-392,-385.207
142706389,-7552,151,-201.905
142740181,-7561,-899,-374.217
142770102,-7617,414,-87.9983
142802668,-7626,56,-443.269
142824489,-7651,23,-541.162
142860240,-7691,299,-511.215
142894629,-7722,-162,-417.254
142926937,-7761,191,-242.286
142959475,-7786,-168,-299.322
142988608,-7818,-222,-544.081
143022040,-7843,312,-480.474
143052398,-7885,-195,-92.4355
143083799,-7920,-401,-626.501
143111736,-7941,-360,-572.512
143140626,-7971,-836,-139.561
143176335,-7996,-138,-43.583
143198660,-8033,-809,-189.64
143236003,-8079,-660,-268.664
143270491,-8097,-835,-465.707
143303137,-8113,-269,-347.745
143333372,-8151,-741,-486.726
143361659,-8190,-108,-245.758
143396028,-8242,-88,-539.883
143434353,-8257,-676,-244.996
143469897,-8317,267,-398.042
143502535,-8317,-651,-139.004
143532156,-8344,-6,-453.151
143565163,-8386,-900,-394.045
143599466,-8436,-867,234.195
143632957,-8468,-471,-185.163
143663485,-8491,291,-323.211
143691639,-8521,12,-409.447
143722456,-8550,73,-514.274
143754873,-8580,-276,-128.148
143819168,-8657,-67,-345.418
143847188,-8678,-749,-130.453
143877841,-8706,-462,-15.5038
143910993,-8745,8,-421.551
143937631,-8763,-113,-318.697
143962644,-8792,-159,-665.621
143994328,-8842,99,-375.711
144058275,-8856,-275,-1163.83
144089490,-8866,209,-1842.97
144127272,-7860,17074,30000
144160592,-6188,10891,13414.3
144189611,-6096,-346,-516.355
144223541,-6092,-786,-220.191
144249251,-6135,-652,-455.387
144283706,-6161,229,-412.443
144316282,-6216,-445,-458.479
144342509,-6225,-525,-385.483
144377736,-6258,-102,-57.1152
144403766,-6292,-236,-619.596
144433558,-6325,-422,-386.632
144471230,-6346,-123,-244.543
144501333,-6396,-503,-44.7113
144534799,-6405,82,-311.733
144565955,-6437,-445,-178.676
144595410,-6478,-556,88.2007
144622274,-6509,-106,-246.811
144650372,-6536,-52,-283.67
144688373,-6563,-184,-210.35
144719407,-6608,-404,57.7801
144752437,-6637,291,-187.582
144786502,-6677,-132,-179.186
144824358,-6722,-155,-270.094
144867185,-6737,-330,-372.943
144899730,-6761,-309,-477.344
144928097,-6795,-186,-167.729
144957773,-6842,-114,-386.007
144990971,-6907,-550,-160.28
145053732,-6937,-224,-481.25
145077639,-6959,-435,-366.693
145110888,-6999,-59,-822.029
145141848,-7029,-631,97.4297
145171889,-7061,9,-172.106
145204163,-7086,405,61.9639
145238509,-7110,-496,-314.4
145260312,-7154,-508,-526.701
145296779,-7199,-493,-392.541
145327198,-7211,351,-506.19
145361789,-7243,-313,-270.054
145394118,-7275,-700,-378.325
145425942,-7308,-331,-112.632
145458269,-7334,-329,-27.9893
145486767,-7367,-619,-127.57
145518391,-7402,-279,-109.23
145548398,-7426,-119,-473.362
145580471,-7477,175,-485.764
145609882,-7516,-302,-384.973
145660057,-7562,177,-528.57
145688243,-7576,-162,-16.5771
145716534,-7607,-241,-108.071
145750120,-7638,305,-431.091
145782876,-7665,-354,-197.533
145814042,-7694,107,0
145842768,-7735,-99,-384.27
145872525,-7753,-653,-28.7503
145906829,-7779,79,-342.414
145937135,-7828,-468,0
145965877,-7855,115,-46.4135
145999798,-7877,-286,-207.449
146032849,-7946,-439,-202.457
146075832,-7942,-36,-328.542
146108017,-8000,-400,-140.588
146141734,-8027,-270,-344.618
146173791,-8049,-973,0
146203685,-8071,-184,72.3074
146235608,-8116,43,-171.529
146265214,-8168,54,-8.67678
146297337,-8175,-282,-240.947
146330553,-8210,-652,-508.895
146359480,-8243,195,-245.764
146390793,-8278,-402,-247.93
146419896,-8308,-777,-393.95
146466023,-8340,-494,-439.991
146498146,-8367,143,-561.148
146529109,-8409,-97,-204.06
146573287,-8450,-64,-180.173
146591525,-8475,-422,-157.198
146625537,-8488,364,-421.374
146650540,-8530,19,-536.283
146683587,-8564,-50,-537.327
146719263,-8600,-86,-337.289
146751088,-8629,-100,-467.412
146781524,-8656,-703,-570.753
146810667,-8689,-421,-482.492
146842123,-8751,393,-484.572
146905548,-8785,-103,-203.497
146934765,-8810,-158,0
146967622,-8835,-1030,-456.82
146998802,-8866,-705,-640.878
147028078,-8864,-31,-1554.15
147062303,-8844,-317,-1698.68
147092352,-6904,15701,30000
147124635,-6048,-431,-704.097
147157855,-6074,-68,0
147186854,-6117,-151,126.931
147218793,-6154,-57,-182.522
147283267,-6218,-254,-631.597
147311377,-6245,-220,-228.633
147341230,-6275,-508,-133.743
147376513,-6316,-290,-600.718
147407768,-6344,-275,-556.755
147439101,-6377,-62,0
147470797,-6406,224,-608.559
147503076,-6442,-675,-394.753
147532871,-6466,-558,-570.444
147564324,-6496,-433,-365.937
147597886,-6536,-134,-205.972
147626987,-6566,-95,-254.014
147692484,-6623,-324,-367.09
147723354,-6656,-284,-479.059
147752971,-6697,-551,-397.646
147785762,-6719,-436,-454.465
147817634,-6755,-205,-511.646
147848108,-6768,-166,-351.882
147879872,-6810,-113,190.859
147912248,-6857,-148,-352.866
147943452,-6889,-585,-401.994
147975103,-6910,-688,-468.413
148006267,-6934,70,-264.857
148036250,-6945,-341,-504.444
148053799,-6959,-340,-254.589
148080576,-7007,55,-319.035
148105924,-7041,-503,-248.768
148144745,-7067,-256,30.1465
148176164,-7119,-351,-141.661
148208076,-7135,-249,-726.108
148236598,-7160,-396,-110.765
148270349,-7185,-473,0
148298178,-7224,-480,-436.809
148327167,-7262,-82,0
148364919,-7285,-497,-333.884
148396550,-7330,-40,238.095
148428480,-7340,-781,-376.205
148457435,-7359,492,-393.892
148474521,-7399,238,-138.003
148506039,-7422,-91,-589.733
148535956,-7466,-339,-474.083
148568422,-7501,-552,-267.93
148599036,-7507,199,-330.938
148613706,-7548,-101,129.466
148645370,-7564,-193,0
148671603,-7599,-179,-482.295
148703505,-7623,-944,-709.628
148740744,-7669,-163,-458.323
148770129,-7710,-95,-104.355
148803377,-7726,-190,-430.565
148834951,-7771,-89,-426.707
148864928,-7800,-43,-322.476
148899158,-7846,-189,-328.627
148929651,-7852,-473,-151.35
148959705,-7909,-128,-290.43
148990396,-7913,-222,-254.637
149021984,-7946,-672,24.3568
149051319,-7990,79,-513.535
149085160,-8012,-8,-410.65
149108329,-8049,196,-115.773
149144942,-8098,-514,-36.8049
149175559,-8098,-126,-679.854
149209640,-8122,66,-331.676
149237793,-8181,-295,-209.931
149270494,-8195,-2,108.29
149304382,-8253,440,-274.003
149341381,-8275,18,-321.066
149378991,-8302,-303,-325.062
149409966,-8329,247,-320.075
149440640,-8365,220,-23.1953
149473902,-8409,-472,-323.237
149506969,-8434,176,-381.207
149537142,-8459,-646,-154.263
149566623,-8506,70,-346.362
149599332,-8514,-515,-315.268
149626699,-8559,62,271.029
149663987,-8595,-1192,-534.486
149691800,-8621,-421,-628.391
149716490,-8655,-678,-376.787
149756838,-8687,79,-45.6613
149784428,-8723,59,-359.889
149818475,-8752,-102,-479.704
149849699,-8763,-540,-299.737
149880424,-8810,-472,-536.786
149913778,-8825,0,-179.688
149934997,-8873,-381,-120.625
149972175,-8878,-281,-921.952
150002373,-8862,423,-1526
150036535,-7268,14629,30000
150067437,-6062,704,1470.83
150099695,-6093,232,0
150133497,-6111,-170,-256.208
150176167,-6162,-198,-185.118
150206863,-6193,-32,-447.18
150236758,-6213,7,-374.249
150266857,-6253,-248,-65.8654
150301488,-6284,-360,-242.162
150332526,-6305,-119,-33.0376
150363902,-6351,-210,-371.592
150394088,-6380,105,-273.56
150425602,-6386,-244,-112.384
150452497,-6438,-60,-302.668
150486467,-6465,-60,-423.694
150520051,-6498,-216,-490.167
150539980,-6537,-478,-380.283
150580932,-6564,229,-100.488
150611902,-6601,-771,-250.734
150642243,-6621,-321,-420.388
150672497,-6657,-549,-188.644
150704997,-6682,-415,-725.347
150736980,-6694,-411,-223.211
150748874,-6730,-482,-581.939
150775405,-6766,-141,-553.974
150815340,-6791,-916,-337.005
150846352,-6829,-205,-126.92
150878390,-6851,-643,-434.13
150908809,-6875,-693,-655.37
150945365,-6928,-850,-278.162
150975026,-6941,139,-353.205
151004975,-6979,5,-206.234
151036204,-7045,-846,-494.975
151067954,-7063,-447,-379.306
151099707,-7079,393,-310.342
151132512,-7103,-96,-124.581
151156222,-7164,-674,-172.426
151193976,-7172,180,-275.452
151223080,-7201,-276,-289.481
151254341,-7243,-800,-74.5231
151285567,-7264,-308,-517.398
151321017,-7304,-578,-336.521
151350240,-7347,-492,-454.651
151395215,-7368,260,-549.68
151427777,-7412,-565,-284.632
151459762,-7449,-547,-178.767
151493762,-7466,-11,-163.805
151523187,-7496,-344,-457.829
151556932,-7538,-840,-208.879
151598862,-7580,-127,-297.932
151633485,-7603,-80,-660.979
151663008,-7651,161,-33.0029
151694038,-7672,-724,-617.582
151725026,-7745,-178,-35.9893
151790133,-7781,-103,0
151819899,-7805,144,-522.111
151851167,-7832,-95,-123.577
151884296,-7883,97,-370.272
151913559,-7896,125,78.4639
151944968,-7904,255,95.7563
151970705,-7959,71,-243.722
151998841,-7982,-287,-436.4
152035895,-8011,125,-258.453
152070172,-8057,-355,282.492
152099925,-8077,414,-202.648
152126060,-8100,127,-332.574
152165024,-8153,417,-207.622
152202644,-8192,160,-488.797
152243011,-8231,-288,-245.895
152274342,-8252,-908,-345.751
152306600,-8287,-171,-136.788
152336366,-8351,-769,-57.1835
152397627,-8369,581,-438.924
152426781,-8411,240,-249.948
152459815,-8428,-234,-270.164
152491549,-8476,142,-250.089
152522218,-8502,87,-399.146
152552658,-8526,186,-389.12
152580460,-8556,38,-486.15
152607646,-8595,-52,-415.195
152645375,-8612,-880,-501.94
152677747,-8654,238,-474.324
152706987,-8705,-245,-571.25
152741463,-8720,-150,-36.7827
152772347,-8768,-22,-125.957
152805764,-8780,-959,-176.845
152831978,-8811,-832,-263.819
152869387,-8836,-1149,-344.417
152901917,-8865,-100,-863.464
152931895,-8851,-178,-999.401
152963416,-7925,17241,30000
153009318,-6109,6135,7939.1
153042328,-6100,-393,-167.137
153071314,-6091,-191,-156.092
153101511,-6128,-388,-276.328
153133688,-6149,-92,349.84
153158688,-6220,-563,-230.338
153219500,-6266,-570,-308.401
153260824,-6293,-198,-181.44
153292483,-6320,-292,-553.479
153326982,-6345,-23,-113.514
153352248,-6380,-234,-43.534
153390458,-6423,-218,-241.462
153417618,-6456,-201,-147.631
153453306,-6480,-301,-201.667
153477966,-6504,355,-349.853
153514404,-6560,-102,-395.75
153539867,-6574,109,-19.822
153573977,-6593,-180,-124.129
153596135,-6634,-393,-393.858
153634873,-6667,-111,-441.757
153670981,-6692,1,-481.932
153695413,-6746,16,-166.728
153727367,-6766,-300,-404.012
153759507,-6799,-42,-143.037
153790300,-6823,-779,-76.1022
153829583,-6866,-332,152.542
153856269,-6871,-74,-265.981
153889344,-6927,291,-267.3
153919024,-6964,-134,211.68
153953089,-6966,-642,-454.376
154017184,-7047,139,-281.336
154045626,-7084,-218,-552.378
154074922,-7109,-453,-424.765
154109055,-7130,-90,-296.49
154142208,-7168,-420,0
154171487,-7216,58,-465.519
154206145,-7240,50,-355.6
154226060,-7267,-95,-430.562
154266802,-7289,-125,-280.511
154295852,-7331,131,-206.664
154328492,-7366,-949,-495.827
154360907,-7374,-639,-94.6662
154393957,-7434,-512,-81.6957
154425196,-7455,-166,-373.867
154452918,-7494,136,-128.866
154485729,-7523,410,-482.899
154516567,-7549,384,-414.939
154549787,-7580,-289,-354.013
154579559,-7622,-299,-461.025
154625504,-7663,-276,-89.2143
154656180,-7694,-275,-23.0899
154686598,-7716,-604,-382.122
154717170,-7746,273,-526.165
154748501,-7780,296,-619.686
154773180,-7798,-50,-218.729
154803206,-7826,-303,-69.2723
154834954,-7875,-733,-384.215
154865408,-7898,-612,-493.208
154896480,-7943,-348,-161.388
154927914,-7943,-657,-383.424
154966101,-8007,18,-554.498
154999978,-8036,-36,-54.5101
155031901,-8060,-114,-559.537
155052540,-8065,-612,25.4275
155082235,-8125,520,-102.609
155114307,-8152,-60,-674.661
155144465,-8167,-135,-104.656
155176022,-8225,-398,-156.848
155225819,-8262,-921,-631.452
155253423,-8283,-713,-329.048
155292762,-8323,-648,-366.981
155323417,-8349,-372,-248.238
155349287,-8393,369,-176.002
155385937,-8409,275,-436.507
155414108,-8446,-156,-301.536
155439761,-8470,-659,-396.214
155471295,-8502,-771,-136.961
155512375,-8543,-193,-297.738
155538934,-8577,-41,-300.7
155573395,-8599,-83,-82.8581
155604936,-8633,-111,-292.716
155636821,-8672,-670,-478.117
155662546,-8690,350,-393.451
155689408,-8715,-1442,-378.948
155723583,-8750,-255,-18.3368
155754513,-8786,-626,-531.425
155786397,-8796,-351,-277.531
155814348,-8846,-445,-305.362
155852910,-8860,-108,-346.636
155879362,-8873,532,-1551.31
155911301,-8839,190,-1762.59
155941173,-7010,15878,30000
155973278,-6077,-178,213.812
156003080,-6079,-236,-97.0118
156032663,-6121,100,126.581
156062600,-6138,-175,-567.378
156093975,-6194,-82,-201.229
156125792,-6217,-323,-162.37
156162398,-6249,-205,-598.091
156194420,-6275,-201,-120.691
156226389,-6311,-46,-251.478
156252229,-6334,-169,-348.519
156283949,-6368,-175,-429.84
156314683,-6411,-672,-318.592
156345805,-6432,-195,-370.63
156375191,-6461,-87,-58.5924
156410360,-6482,-186,-354.939
156434039,-6520,-344,0
156470225,-6552,-56,-165.66
156497768,-6575,-375,-555.813
156532102,-6619,-33,-158.856
156561298,-6654,-632,-329.875
156603637,-6678,171,-244.192
156625705,-6702,-212,-216.32
156650876,-6735,-707,-416.995
156683411,-6767,-521,-566.032
156713692,-6806,-334,186.936
156744020,-6839,-114,-48.1018
156777428,-6865,-282,-390.138
156808492,-6888,-550,-223.171
156839423,-6923,-304,-388.205
156869868,-6954,-94,-560.048
156900123,-6972,-507,-387.28
156935282,-7015,-683,-378.066
156964861,-7058,163,138.642
156994755,-7092,-86,-365.363
157028778,-7123,-131,22.5385
157071360,-7161,-150,137.211
157104139,-7185,-299,119.506
157133366,-7210,154,-408.658
157163996,-7258,-122,0
157196507,-7274,-279,-431.732
157228406,-7310,-199,-225.742
157257282,-7332,-154,-258.535
157286912,-7363,-358,-225.723
157321213,-7403,-66,-270.637
157351462,-7436,131,-110.805
157382960,-7481,-170,-65.8393
157413636,-7507,-469,-321.876
157447227,-7547,-239,-642.412
157478612,-7560,-250,-278.884
157508722,-7587,-994,-483.967
157537366,-7611,-525,-64.0106
157567721,-7648,-353,-577.064
157600381,-7675,319,-138.097
157631138,-7699,27,-191.234
157663132,-7761,-816,-476.773
157694629,-7784,-214,-631.204
157723401,-7816,-168,-340.36
157758490,-7845,291,-179.18
157785102,-7867,-29,-14.5342
157822624,-7920,-61,-460.363
157854692,-7938,123,-287.568
157895997,-7988,54,-49.4559
157929547,-8030,-395,-364.497
157964194,-8044,-366,-524.43
157993597,-8081,-845,-415.598
158028818,-8112,-785,215.133
158058623,-8138,-373,-470.667
158087691,-8172,167,-358.696
158123466,-8217,-66,-152.956
158149628,-8226,-680,-196.757
158181252,-8282,-955,-488.712
158213664,-8287,-408,-393.862
158276531,-8355,-283,-341.783
158304582,-8380,365,-437.98
158339441,-8422,102,-344.506
158369453,-8445,-233,-343.229
158400191,-8472,-344,-343.201
158428400,-8511,133,-69.2168
158465456,-8539,-329,-311.446
158495167,-8566,244,-182.37
158530727,-8602,-847,-439.228
158554941,-8626,-813,-496.822
158594164,-8666,-468,-324.078
158617863,-8712,-973,-321.408
158664839,-8733,-749,-585.965
158678172,-8762,288,-329.883
158713299,-8807,-186,-329.941
158743456,-8821,-133,-507.577
158772073,-8855,479,-321.49
158807001,-8865,-879,-462.144
158838158,-8874,-382,-1366.52
158872501,-7611,15657,30000
158910864,-6074,2150,4072.61
158948230,-6086,256,243.176
158977450,-6108,-200,-272.939
159010629,-6133,-376,-91.475
159043921,-6161,-209,-635.175
159075025,-6217,102,-249.977
159104452,-6246,-408,125.151
159134767,-6264,-826,-155.222
159167432,-6297,-799,-282.864
159200145,-6338,-109,-242.553
159232480,-6363,-816,-351.469
159277573,-6396,-338,-338.694
159287326,-6426,9,-2.6566
159324050,-6457,-325,-366.767
159357002,-6483,-191,-80.8056
159387765,-6521,-61,-136.843
159417702,-6552,-7,-627.787
159450637,-6594,-184,-471.171
159482511,-6604,-198,-215.953
159503309,-6649,-653,-299.992
159542594,-6678,-85,-197.017
159575002,-6727,-160,-183.066
159606288,-6742,-153,-341.101
159636051,-6782,-132,-634.899
159675744,-6845,100,-413.233
159749579,-6872,-615,-631.388
159776001,-6899,-102,-774.587
159814115,-6957,42,-306.401
159840280,-6972,94,-390.378
159871888,-6992,-903,-145.221
159903723,-7048,-290,-471.588
159937108,-7063,2,-282.478
159964437,-7079,-711,-399.68
159996199,-7120,19,-457.564
160027755,-7149,-265,-166.696
160059941,-7206,-213,-62.6443
160094167,-7205,-251,-338.569
160113971,-7239,-32,-321.689
160125612,-7241,-512,-200.856
160152960,-7292,-743,-51.4418
160182480,-7325,179,-489.794
160214143,-7349,-442,-563.54
160249059,-7381,77,-75.8679
160278751,-7405,-160,-292.068
160312414,-7420,-235,-435.904
160322419,-7463,-779,-94.9942
160347870,-7474,-42,-290.996
160385761,-7511,20,-345.036
160419373,-7566,161,-452.072
160451973,-7578,-94,-529.114
160485147,-7622,-73,-250.135
160515258,-7649,515,-164.193
160546575,-7689,168,-217.039
160576549,-7711,-471,-348.311
160608378,-7745,-535,-194.429
160639067,-7779,-170,-69.333
160666879,-7833,-844,-271.375
160734728,-7861,-518,-385.442
160761422,-7892,-414,-495.753
160795472,-7917,-346,-471.522
160825875,-7965,-337,-299.562
