Timestamp,measure.rpm,real_current,pid_Output
226429832,-8675,329,-294.35
226462962,-8713,-52,-443.272
226494055,-8731,-35,-220.426
226524609,-8757,-578,-375.323
226553637,-8785,-195,-370.493
226586680,-8818,206,-596.089
226652320,-8875,231,-519.634
226678045,-8881,807,-1191.73
226710977,-8826,-281,-1651.79
226741095,-6879,15852,30000
226772625,-6063,-44,317.877
226804958,-6091,81,-198.535
226835667,-6111,-376,-607.054
226867421,-6163,-757,-158.372
226905929,-6177,40,-609.091
226931369,-6217,-185,-417.431
226962449,-6239,-284,-506.467
226994120,-6282,-486,-274.502
227025452,-6325,-222,-187.561
227070182,-6357,-261,-145.605
227101960,-6378,-492,-754.644
227134553,-6407,-257,-342.675
227157656,-6453,-134,-167.887
227194999,-6479,-4,-578.754
227225111,-6520,12,-81.7883
227258154,-6551,-464,-579.941
227288994,-6571,-265,-124.894
227322498,-6608,-400,-476.478
227351546,-6637,400,-166.203
227382135,-6658,-150,-411.974
227411407,-6706,-8,-180.085
227443882,-6724,-300,-587.731
227473959,-6763,-572,290.203
227509290,-6801,-703,-494.124
227540145,-6837,-74,-138.156
227569143,-6860,-155,-417.099
227601919,-6893,-640,74.6509
227630627,-6936,-377,-448.274
227662762,-6963,-441,-714.318
227696132,-6986,-841,-180.335
227726154,-7013,-568,162.108
227756609,-7048,-371,-401.686
227786582,-7067,-666,-263.817
227818833,-7121,-685,-477.664
227847437,-7143,-333,-336.865
227880445,-7161,-192,-540.059
227912710,-7195,-591,45.1982
227945154,-7215,-218,-511.848
227975821,-7261,68,-390.192
228020851,-7313,-643,-349.769
228050953,-7330,-339,-542.951
228080733,-7363,-272,-319.709
228114227,-7397,-608,174.357
228149472,-7428,-285,-202.837
228171298,-7471,-359,-18.0808
228207096,-7505,-188,190.324
228237206,-7504,-69,-699.66
228265980,-7568,-410,-527.933
228300868,-7574,-238,-256.899
228333720,-7624,106,-320.087
228363256,-7641,-630,-21.1232
228391308,-7672,66,-156.607
228423931,-7710,-430,-212.321
228454862,-7747,2,-93.2016
228486205,-7775,191,-287.615
228516190,-7782,285,-282.098
228552522,-7836,109,-235.481
228598065,-7887,-373,-479.561
228623762,-7901,65,-336.078
228655933,-7927,-94,-116.438
228686585,-7954,-371,114.497
228717887,-7991,-123,-561.99
228749332,-8037,-115,-349.582
228782838,-8078,60,-538.539
228811636,-8106,-109,-579.663
228846890,-8148,17,-825.406
228891210,-8174,-325,-543.054
228920477,-8208,42,-144.794
228954583,-8234,402,0
228985061,-8282,-190,-426.73
229013053,-8280,-459,-436.919
229045886,-8328,-10,-652.886
229078280,-8359,219,-265.847
229109267,-8384,23,70.9742
229140290,-8421,-130,-319.168
229171704,-8450,-773,-159.072
229206745,-8496,-754,-389.181
229251994,-8525,-974,95.6872
229279756,-8559,-721,-303.325
229314249,-8609,-295,-363.121
229358096,-8633,-169,-295.471
229390299,-8665,93,-490.409
229422074,-8699,-688,-226.552
229450911,-8729,65,-393.512
229481885,-8779,-127,-243.283
229514935,-8820,94,-642.604
229564888,-8860,288,-343.659
229602665,-8882,-154,-502.645
229638841,-8867,-394,-1477.85
229668843,-8396,12534,30000
229698907,-6586,13729,24113.6
229727610,-6058,-424,-121.422
229757713,-6088,119,-361.248
229792214,-6111,67,-443.363
229810332,-6154,-422,-148.578
229848885,-6195,-84,84.6497
229879471,-6221,-628,-356.176
229914548,-6256,-58,-337.577
229949080,-6307,-162,-302.49
229998988,-6347,-368,-200.541
230041305,-6382,-231,-458.577
230070993,-6403,110,-369.546
230101798,-6451,-196,-487.655
230136278,-6475,-142,-278.687
230163916,-6493,-719,-182.726
230197122,-6526,-113,-578.84
230220903,-6566,-196,-279.109
230254846,-6579,47,-360.981
230286356,-6622,96,-138.877
230318907,-6660,-318,-591.921
230349803,-6678,-129,-379.955
230384002,-6730,-106,-567.615
230414148,-6742,-533,-422.018
230442575,-6784,-486,-511.051
230474312,-6812,-204,-23.0602
230504821,-6808,-794,-345.114
230524187,-6837,-403,-433.099
230550589,-6881,-257,-385.113
230585600,-6895,-211,-460.201
230608847,-6953,-463,-652.413
230641354,-6975,60,56.7117
230672187,-7007,347,-386.187
230701142,-7047,-300,-331.429
230731772,-7072,-348,-33.2847
230769793,-7110,-465,116.842
230802166,-7134,-441,-91.458
230820828,-7169,-433,-500.146
230862757,-7194,-266,-126.914
230894373,-7228,-590,88.0741
230926134,-7277,33,-500.671
230957586,-7289,-389,-605.391
230991864,-7308,-402,-257.482
231019006,-7361,-656,-384.424
231049419,-7379,-133,-264.378
231079940,-7419,-135,-558.575
231111478,-7449,-380,0
231143324,-7493,131,-5.27439
231174711,-7509,-570,-311.085
231208023,-7528,-95,-708.487
231230749,-7579,-68,-553.99
231267505,-7596,-432,-115.025
231298164,-7646,-1,-230.062
231329758,-7664,-234,-110.092
231359389,-7692,110,-415.141
231393640,-7729,-260,-1.16816
231423708,-7753,46,-75.7803
231454441,-7789,46,-591.247
231484374,-7811,-479,-388.207
231514228,-7865,-608,-50.3118
231553097,-7874,-107,-366.39
231570770,-7932,362,74.6146
231642473,-8000,-239,-280.465
231675744,-8024,-463,-486.498
231703900,-8060,64,-570.426
231730936,-8062,-390,-368.569
231764073,-8079,-827,83.3928
231796253,-8118,-226,-489.745
231822323,-8176,-93,-291.611
231856086,-8190,-289,-159.729
231890400,-8236,-221,-449.984
231921479,-8266,0,-569.396
231953944,-8287,-251,-605.003
231984897,-8319,-673,-339.782
232017491,-8343,-247,-437.935
232040795,-8382,-655,-313.001
232076222,-8423,125,-357.836
232108723,-8452,-523,-415.056
232141329,-8477,225,-442.986
232172555,-8503,-418,-392.133
232203961,-8557,-232,-250.184
232234859,-8573,-288,-573.219
232267006,-8611,-217,-250.261
232296425,-8637,-531,-375.3
232328853,-8662,-1318,-380.346
232361940,-8683,-561,-328.503
232392797,-8712,-791,-318.41
232410596,-8744,170,-395.37
232433649,-8778,236,-272.486
232470747,-8790,-319,-414.546
232496674,-8829,-256,-255.581
232529688,-8853,-754,-176.607
232559680,-8867,-286,-254.647
232577338,-8862,452,-1151.74
232606216,-8891,-223,-1359.9
232637540,-7309,14329,30000
232662802,-6060,-109,962.596
232701548,-6086,-28,-337.93
232732933,-6116,-180,-449.419
232761655,-6168,-327,-346.334
232794356,-6190,-84,-301.548
232827024,-6211,-732,-40.1499
232855060,-6223,-147,-304.338
232874375,-6260,-649,-171.539
232899974,-6277,-426,-261.553
232927913,-6316,124,-85.7194
232967476,-6367,-183,-249.615
232993801,-6381,-225,-493.775
233030907,-6416,-438,-67.2532
233058154,-6442,-984,-430.875
233093482,-6461,-525,-358.784
233119327,-6509,-83,36.1775
233155028,-6546,-357,-404.056
233184130,-6587,-243,-134.876
233215038,-6583,-24,-424.927
233233213,-6614,305,-180.4
233254643,-6646,-41,-482.001
233294010,-6682,-59,-122.507
233325587,-6690,-338,-368.54
233353964,-6740,-563,-535.408
233384526,-6776,-99,-174.538
233419923,-6808,-360,-232.034
233451055,-6857,234,-198.972
233481702,-6841,-329,-300.149
233510247,-6894,48,-298.291
233539816,-6928,-162,-433.139
233574297,-6968,-812,-130.115
233604157,-7004,-31,-8.76417
233636907,-7031,-646,-77.4043
233670791,-7035,-653,-443.982
233700215,-7095,-756,-114.516
233731579,-7110,130,-455.403
233762348,-7155,-27,-343.87
233793145,-7172,-576,-436.617
233825327,-7214,-199,-459.638
233841355,-7210,-279,-506.67
233864111,-7270,-109,-509.203
233900488,-7298,-396,-559.317
233931469,-7304,-427,-126.268
233962526,-7353,-390,-11.8574
234004030,-7380,-60,-130.846
234027289,-7416,-668,-418.403
234056693,-7453,-480,93.9362
234087725,-7473,-49,-212.22
234119397,-7499,-808,-303.728
234155114,-7537,-92,-236.58
234182448,-7556,-934,-98.6066
234214644,-7588,119,-253.107
234247411,-7618,-159,-323.145
234271084,-7663,145,-153.006
234308670,-7704,-55,-52.6152
234337489,-7735,496,-43.2011
234368527,-7755,-729,-360.288
234406367,-7800,-386,-370.385
234449078,-7823,-1135,-387.303
234480070,-7866,-94,18.5583
234509223,-7886,-517,-512.452
234540103,-7937,-246,-115.482
234572674,-7946,-170,-385.521
234603926,-7982,-480,-158.497
234634876,-8011,-487,-232.666
234664104,-8044,-267,27.2439
234697237,-8076,-265,-395.73
234726259,-8102,-384,-160.714
234761838,-8134,45,-387.693
234791088,-8182,103,-345.792
234823516,-8211,-28,-289.826
234854491,-8233,-22,-585.638
234876371,-8235,-385,-335.424
234890250,-8283,-386,-599.934
234929115,-8310,-579,-359.852
234959939,-8331,-671,-116.01
234991311,-8371,-604,-703.05
235021898,-8395,-435,120.916
235057315,-8442,-445,-511.131
235086225,-8465,8,0
235116541,-8495,134,-465.295
235147409,-8534,124,-268.035
235181039,-8565,-736,-281.292
235211797,-8592,-394,-388.429
235242821,-8627,-159,-369.372
235274755,-8648,-169,-424.527
235295574,-8704,-149,-487.528
235338752,-8726,-38,-535.527
235371278,-8749,-794,-417.495
235399653,-8765,-887,-308.764
235432330,-8823,-166,-478.815
235478440,-8856,-226,-413.646
235496308,-8860,496,-718.756
235544610,-8855,-570,-1581.1
235589524,-7128,15584,30000
235618883,-6060,763,1272.59
235649858,-6086,-67,-142.613
235680118,-6113,-145,-52.3036
235711601,-6142,-146,-379.191
235741480,-6175,229,-198.553
235773460,-6209,-299,-28.4546
235803623,-6251,-173,-382.408
235835402,-6280,-913,-184.469
235865733,-6297,-259,-295.518
235879305,-6299,219,-108.563
235903126,-6330,22,-224.532
235947236,-6378,-847,-456.601
235976569,-6403,-237,-258.897
236008034,-6430,-302,-415.727
236039669,-6470,-280,-131.74
236069982,-6506,328,-294.838
236100698,-6548,-608,-328.504
236131298,-6570,-520,-660.822
236164258,-6606,-195,-147.88
236193987,-6624,-387,-421.928
236226363,-6671,-54,-154.585
236257593,-6685,-826,-5.93495
236285762,-6729,33,-212.001
236316477,-6743,-332,-543.553
236346987,-6791,89,-446.481
236376994,-6798,18,-376.089
236411464,-6842,-149,158.498
236445188,-6889,-289,-51.7824
236490979,-6925,31,154.794
236520695,-6973,-137,-51.286
236556347,-7016,-69,-700.752
236616716,-7038,-67,-264.382
236652322,-7095,341,-676.153
236700392,-7138,-569,35.6384
236726786,-7177,-903,-48.5453
236757616,-7212,129,-199.579
236790561,-7221,-142,-705.033
236820692,-7256,361,-489.66
236854721,-7289,-437,-528.695
236885712,-7330,-142,-413.725
236916468,-7341,-738,-220.758
236947086,-7388,-3,-350.802
236981443,-7410,49,-245.02
237010944,-7442,-877,-122.948
237043395,-7471,-938,-235.908
237072721,-7505,43,-198.157
237100942,-7541,-658,-206.982
237131729,-7562,-154,181.505
237160528,-7597,173,-385.047
237195610,-7623,-115,-254.086
237229812,-7674,158,-353.127
237260381,-7702,-767,-46.1571
237293600,-7699,-183,0
237308344,-7731,-398,-414.212
237331180,-7763,-360,-161.256
237369177,-7790,91,-177.289
237399807,-7823,-669,-320.28
237428672,-7869,-42,-535.5
237461468,-7898,15,-366.402
237493944,-7949,-171,-169.177
237526608,-7940,-384,-175.199
237555304,-7989,-583,-185.507
237587785,-8025,-120,0
237620390,-8071,-79,-317.707
237650107,-8083,-249,-104.478
237680822,-8135,-309,-197.484
237711163,-8152,-242,-682.707
237747255,-8171,-385,-423.547
237772965,-8216,238,-451.782
237812268,-8259,-181,-374.689
237838111,-8273,-7,-276.869
237871604,-8298,23,142.124
237905771,-8343,-692,-275.919
237926496,-8386,84,-506.99
237961260,-8388,-484,-285.808
237992001,-8413,417,-427.097
238008327,-8448,-204,-658.083
238041945,-8475,-340,-81.1152
238075198,-8500,46,-412.107
238102260,-8525,38,-152.082
238133487,-8579,-128,-454.241
238163391,-8596,46,35.9771
238194660,-8633,198,-569.692
238227289,-8666,-377,-246.286
238258647,-8699,-67,-399.422
238288959,-8712,-155,-535.553
238308583,-8745,-451,-530.481
238336019,-8768,-190,-357.532
238368317,-8802,-426,-178.446
238397511,-8836,284,-604.727
238429189,-8860,329,-423.671
238462562,-8870,228,-478.735
238495806,-8886,345,-1264.84
238524764,-7844,18589,30000
238555069,-6076,7155,10485.4
238589432,-6084,-432,-110.363
238623818,-6098,-24,-699.172
238650001,-6152,-478,93.5985
238679667,-6177,-692,-230.467
238712808,-6194,-81,-172.355
238742712,-6250,-411,-319.88
238775400,-6260,108,-202.559
238805389,-6287,-93,-322.662
238837134,-6316,-413,-344.535
238867870,-6366,-167,-251.672
238899361,-6364,-49,-198.127
238917151,-6390,-188,-508.856
238940605,-6424,-780,-129.679
238976626,-6455,-494,-300.731
239007857,-6492,316,-234.125
239041134,-6511,-276,-183.822
239072283,-6581,6,-289.136
239118179,-6581,-513,-589.188
239146095,-6614,-47,-276.034
239177986,-6662,-325,-257.742
239208786,-6681,28,-47.906
239238168,-6708,-287,-550.1
239269258,-6755,169,-229.147
239304073,-6807,-17,-394.09
239334718,-6799,-111,-228.19
239362662,-6852,-330,-506.252
239398888,-6894,-232,210.723
239428926,-6915,-314,-270.211
239461309,-6959,270,-419.365
239499251,-6987,-97,-435.411
239542005,-7010,197,-468.243
239572215,-7059,-722,-260.489
239604017,-7090,-785,-69.5266
239635659,-7123,-676,-528.561
239667068,-7125,233,-243.481
239684948,-7180,-78,-260.646
239727744,-7222,-316,-570.14
239756323,-7247,91,-546.831
239793717,-7276,-553,-316.63
239821101,-7295,-151,-316.209
239850415,-7325,-19,-137.825
239883913,-7374,-413,-247.862
239915165,-7384,-357,-20.8963
239947306,-7426,38,-244.93
239974285,-7457,-33,-439.973
240008750,-7508,-55,-533.891
240041054,-7551,-512,-295.066
240091418,-7585,94,-112.118
240135718,-7620,5,-473.366
240162594,-7643,-556,-230.19
240194488,-7675,-537,-764.236
240225324,-7714,-71,-586.99
240255123,-7748,51,-161.306
240287679,-7777,488,-378.338
240318437,-7800,21,-610.482
240349025,-7841,-35,-104.434
240364068,-7849,-104,-133.439
240395171,-7861,-150,-150.725
240425337,-7920,-71,-53.3532
240459716,-7934,-579,-310.29
240491158,-7985,-336,-123.415
240526481,-8033,-651,49.3456
240570090,-8052,74,0
240592791,-8089,282,-282.593
240632174,-8119,-57,-246.766
240664742,-8150,-247,-255.808
240693753,-8174,-600,0
240724343,-8220,87,-156.886
240757542,-8237,-106,130.033
240790407,-8272,44,-161.968
240821710,-8302,-993,-204.008
240852561,-8333,-150,-139.049
240882411,-8367,94,-391.09
240915817,-8413,127,0
240967271,-8441,-658,-237.197
240984410,-8470,-1043,-111.303
241022633,-8503,-178,-515.1
241052260,-8535,-397,-271.165
241082714,-8568,-671,-421.221
241117354,-8598,-560,-324.407
241147731,-8637,348,-421.516
241180105,-8668,422,-348.501
241211971,-8699,-754,-203.49
241242884,-8717,-669,-334.185
241273870,-8762,-612,-271.563
241305380,-8782,-774,-565.016
241336802,-8817,-93,-138.531
241362372,-8841,-515,-507.736
241399064,-8861,-162,-201.247
241428048,-8860,-419,-988.888
241460211,-8805,-464,-1643.63
241491602,-6833,15316,30000
241522482,-6074,-739,-376.093
241556600,-6082,475,-200.608
241582978,-6109,-498,-146.016
241654087,-6183,214,-395.474
241680995,-6220,-443,-276.463
241711490,-6248,-306,-540.7
241744404,-6268,-168,-276.649
241775148,-6279,-18,-109.719
241790153,-6323,-479,-267.864
241822850,-6356,-14,0
241852376,-6380,-240,-349.868
241883375,-6416,-61,-276.817
241912477,-6452,-615,-332.713
241943412,-6473,-412,-535.948
241978163,-6507,245,-31.3164
242009546,-6528,-110,-116.956
242039330,-6575,-135,-752.005
242071355,-6613,-799,-189.038
242106026,-6639,-439,-326.935
242135052,-6677,-38,-321.106
242165261,-6678,-315,-496.145
242191748,-6735,-154,160.616
242225674,-6765,-583,-503.178
242257455,-6785,-404,-637.251
242291244,-6829,292,-68.7355
242320870,-6858,-514,-241.236
242353393,-6885,-345,90.6441
242385304,-6937,-236,0
242410467,-6952,85,-238.15
242448360,-6988,-113,-134.474
242477525,-6998,-925,-338.525
242512292,-7064,-154,-559.852
242557777,-7095,-281,-234.604
242586776,-7123,-267,-482.64
242619041,-7149,-101,-332.966
242650975,-7211,-264,185.904
242695879,-7243,75,-246.763
242727965,-7276,-885,-482.805
242758861,-7306,-252,-519.854
242790874,-7306,-432,-395.763
242814053,-7356,-908,-170.968
242848482,-7395,27,-246.107
242879698,-7421,-230,-355.023
242910496,-7436,-261,-213.023
242940676,-7466,-179,-303.948
242973763,-7517,-19,-554.101
243005538,-7535,-232,-413.136
243036480,-7568,-282,-110.163
243067731,-7617,-379,-541.898
243101313,-7650,156,-512.39
243150464,-7679,-696,-204.392
243192307,-7737,-529,-394.362
243229694,-7779,-437,-94.3753
243271542,-7805,-1,-428.608
243299445,-7827,-401,-414.491
243334281,-7882,-1087,-253.528
243362952,-7900,74,-108.742
243395952,-7926,-495,0
243417059,-7967,-676,-318.726
243454057,-7992,-14,-336.684
243487604,-8032,104,-37.8273
243517474,-8048,-304,-324.778
243548825,-8078,-951,-193.464
243583054,-8114,-155,-552.833
243614117,-8145,-832,-243.135
243646111,-8181,-806,-170.906
243676185,-8211,-135,-581.956
243709061,-8252,-219,-12.9864
243739985,-8273,-121,-349.866
243772411,-8298,-324,-100.531
243796382,-8337,-37,59.4147
243831993,-8366,-261,-419.558
243862871,-8399,-1094,-288.249
243895074,-8425,216,27.5072
243927145,-8464,-634,-251.253
243959529,-8490,-970,-298.236
243990264,-8505,-151,-231.333
244006513,-8532,-436,-440.528
244021699,-8561,-121,-253.456
244066848,-8601,75,-413.559
244096905,-8627,158,-299.405
244129108,-8676,-81,-440.614
244161150,-8688,-130,-205.75
244191190,-8716,104,-376.396
244222813,-8768,37,-236.003
244253659,-8795,-958,-507.71
244284876,-8817,-931,-249.731
244316785,-8860,-295,-337.793
244348929,-8869,-261,-223.044
244381292,-8868,-321,-859.044
244404764,-8872,593,-1334.99
244417201,-7762,17334,30000
244456436,-6152,9151,12292.2
244486409,-6109,-188,282.399
244519444,-6107,-294,-437.498
244551888,-6141,-7,-251.537
244581463,-6162,-592,-437.582
244614371,-6186,73,-464.677
244642838,-6217,-250,-90.64
244674332,-6248,-448,-423.691
244707194,-6288,-328,-221.677
244734106,-6332,-336,-32.7563
244767969,-6346,-334,-268.797
244801575,-6391,-134,-464.701
244831564,-6418,-496,-75.8284
244862206,-6442,149,-692.924
244894530,-6477,-384,-349.934
244922645,-6510,-95,-320.984
244953959,-6543,-383,-150.262
244985882,-6578,279,133.211
245019303,-6606,-614,-284.277
245045626,-6640,-207,-299.136
245078319,-6645,-847,-120.169
245110048,-6707,-274,-159.188
245141836,-6726,160,-114.241
245172875,-6767,92,-344.283
245205475,-6777,-332,120.73
245232629,-6827,-118,71.0991
245264942,-6854,-378,-620.396
245296820,-6887,-679,-472.479
245326548,-6905,-288,-221.482
245358319,-6943,-530,-196.741
245392190,-6965,-18,-134.6
245421623,-7000,-637,-289.476
245453113,-7039,171,-298.604
245482978,-7067,-516,-256.647
245516501,-7092,-215,-290.867
245546949,-7129,-178,90.7749
245580474,-7165,20,-471.495
245613863,-7198,-155,189.349
245635986,-7214,-476,-150.831
245674496,-7268,-148,-537.906
245702321,-7296,-30,-459.893
245733463,-7311,-318,-267.928
245764747,-7355,281,-176.967
245798321,-7394,-213,-333.829
245831520,-7404,-116,-149.637
245854894,-7448,-765,-64.082
245891113,-7474,-452,0
245921776,-7498,317,-420.253
245955997,-7540,-18,-15.0364
245986285,-7584,-687,-196.227
246020505,-7601,-627,-369.27
246049770,-7640,-295,99.5457
246080904,-7675,8,-569.352
246112974,-7701,-552,-86.2741
246146016,-7739,-478,-23.4171
246174230,-7766,-54,-488.363
246207196,-7809,-5,-141.507
246244919,-7827,-781,122.52
246279560,-7858,70,-116.549
246311786,-7893,-793,-311.44
246339107,-7932,-479,-126.024
246372816,-7966,-348,-182.782
246406632,-8005,-605,-510.84
246436998,-8030,8,-224.96
246462630,-8053,-545,-372.09
246501322,-8097,256,-367.949
246528410,-8119,131,-488.362
246562836,-8148,223,-87.1784
246629953,-8226,91,-357.614
246660810,-8243,354,-464.537
246682663,-8270,-588,-322.451
246717099,-8318,-133,-275.218
246754189,-8338,-757,-340.347
246782917,-8359,126,-312.208
246813661,-8398,-543,-494.011
246847437,-8428,-485,-321.293
246876122,-8457,-470,-347.336
246908237,-8491,-163,-273.37
246938765,-8529,-116,-341.414
246971347,-8557,-46,-277.454
247003291,-8579,123,-327.418
247033117,-8603,-480,-425.713
247056655,-8646,147,-252.607
247091342,-8680,-421,-151.61
247126364,-8704,17,-455.675
247155803,-8735,-343,-208.702
247187374,-8777,-580,-436.699
247222761,-8798,-56,-254.781
247252511,-8835,-426,-345.853
247275976,-8859,627,-472.875
247312623,-8865,7,-576.937
247344265,-8870,-637,-1427.06
247376161,-7695,19667,30000
247408145,-6059,4567,8395.82
247442927,-6089,229,-75.5628
247473652,-6098,-309,-500.75
247502530,-6127,-265,-214.591
247533937,-6168,-227,-178.277
247564367,-6190,38,-384.347
247595851,-6218,-137,-319.396
247629325,-6271,-269,-200.421
247666225,-6319,-240,-453.598
247708356,-6353,-187,-383.834
247740686,-6361,-315,-300.556
247770740,-6409,-211,-439.591
247803859,-6448,-161,-326.613
247830584,-6465,-207,-444.667
247863787,-6492,-810,-61.6985
247886903,-6527,-343,36.9618
247922217,-6557,-367,-568.895
247956704,-6597,-267,-339.74
247989128,-6615,-47,-298.849
248019467,-6655,-133,-178.982
248053424,-6696,-55,-619.927
248081624,-6725,-135,95.0368
248113452,-6725,-289,-552.995
248143506,-6772,-530,-116.035
248176481,-6811,15,-386.859
248206180,-6836,-661,-96.9644
248237102,-6846,-244,-165.98
248254800,-6885,-601,-401.169
248276912,-6922,-44,-510.187
248314010,-6943,107,-195.492
248346148,-6989,-178,-422.256
248375977,-7017,-259,-147.319
248409451,-7049,-481,-358.191
248442265,-7082,103,-397.388
248472732,-7104,-545,-444.568
248497533,-7131,-384,-137.455
248535006,-7174,-180,-573.501
248565916,-7214,200,-270.535
248596436,-7244,-169,-360.726
248629645,-7272,-147,-538.608
248661824,-7297,-672,-329.454
248692673,-7323,147,-121.672
248721997,-7367,-341,-424.463
248754680,-7371,-14,-117.95
248785509,-7413,-682,-315.585
248815636,-7453,-343,-265.181
248848928,-7495,-381,-415.367
248880846,-7519,-10,-71.0376
248912058,-7553,-297,-549.084
248941711,-7570,-300,-257.121
248973512,-7610,165,-513.061
249003461,-7638,-121,-386.578
249039333,-7687,-198,-16.4552
249070662,-7696,-701,-292.603
249091750,-7735,-315,-469.121
249125909,-7756,25,-484.196
249162843,-7809,-190,-14.7577
249208344,-7840,-283,-265.663
249241039,-7886,-748,-284.302
249271584,-7914,226,-148.819
249302153,-7943,-328,-396.402
249332024,-7958,-446,-124.692
249366960,-8017,-45,-171.499
249413347,-8041,114,45.4677
249444163,-8068,457,-104.513
249473643,-8100,-267,-199.036
249504655,-8146,-141,-242.72
249536901,-8171,-430,-185.673
249570058,-8213,-200,-322.73
249603188,-8258,164,-489.924
249647559,-8297,-493,-277.824
249697484,-8309,-675,-113.833
249717711,-8351,-268,-83.2584
249754283,-8402,171,-321.99
249784769,-8416,238,-419.047
249813874,-8453,393,-275.038
249846453,-8485,-487,-254.084
249879371,-8512,295,-513.168
249910615,-8546,-178,-227.163
249942404,-8577,-181,-369.204
249971729,-8602,-1139,-326.173
250004223,-8636,52,-321.335
250035322,-8662,-872,-116.327
250065266,-8688,-636,-254.364
250091185,-8727,-610,-301.426
250125010,-8763,-459,-292.594
250159913,-8787,-847,-220.493
250191508,-8828,-276,-195.419
250220638,-8854,277,-327.654
250245531,-8867,381,-536.767
250276358,-8865,-357,-1341.76
250308773,-8604,10247,30000
250346513,-6682,16222,26800
250375089,-6060,-375,-844.234
250406923,-6070,146,-338.362
250440254,-6134,-277,259.007
250470662,-6156,-654,-454.422
250498825,-6192,-77,-278.39
250532973,-6213,-166,-657.788
250562249,-6269,-90,-131.426
250597554,-6282,-712,-605.481
250627221,-6308,-35,-14.4474
250657686,-6341,-110,40.7093
250691377,-6355,-103,35.681
250707544,-6390,-258,-336.599
250729185,-6421,-572,-418.736
250768039,-6446,-312,-378.943
250797471,-6488,-613,-201.719
250827896,-6508,-550,-368.754
250862387,-6525,296,-420.794
250893550,-6569,-539,-235.927
250924570,-6611,-55,-297.867
250954020,-6641,-245,-185.909
250987893,-6674,-388,-50.9437
251018533,-6709,-173,121.021
251048401,-6729,-445,-240.291
251081664,-6760,-201,-80.291
251110830,-6793,418,-270.203
251142455,-6825,-190,-429.237
251172225,-6857,-245,-272.319
251204617,-6879,-524,-327.194
251234238,-6929,-259,40.696
251266496,-6947,108,-659.917
251298128,-6976,284,-228.24
251322500,-7019,-29,-382.718
251358922,-7031,-313,-552.341
251388622,-7060,-603,-507.968
251420745,-7109,-12,0
251454805,-7148,-144,-64.1649
251484503,-7181,-740,-320.49
251518101,-7187,-354,71.3756
251546756,-7232,126,-676.724
251580698,-7259,-39,-119.365
251649880,-7323,-270,0
251674872,-7349,33,-551.748
251708321,-7390,-379,-284.071
251738324,-7423,-446,-46.8236
251767479,-7464,266,-431.955
251799226,-7500,-67,85.1235
251831456,-7522,214,-613.195
251862700,-7539,-16,-144.124
251896053,-7573,-306,-394.051
251926996,-7608,-469,-231.986
251955333,-7646,-316,-500.063
251988524,-7677,-702,-280.107
252020094,-7700,279,-412.139
252055409,-7745,-378,-102.177
252085570,-7779,-470,-303.249
252136211,-7827,-994,-247.282
252177967,-7867,-160,-265.046
252209996,-7901,392,-237.004
252240333,-7946,-254,-579.415
252284686,-7965,-859,-575.455
252319332,-7998,157,-219.321
252346547,-8035,-155,-170.227
252380733,-8068,-135,-58.563
252410553,-8081,176,-565.958
252441203,-8129,-432,-298.65
252472486,-8159,-493,-167.805
252504297,-8189,-503,-429.554
252537966,-8205,51,-198.757
252558836,-8238,-319,-493.048
252596442,-8280,-309,-419.845
252625996,-8299,180,-138.861
252642311,-8312,-188,-128.05
252666647,-8352,-446,-362.571
252701318,-8400,-265,-317.982
252737692,-8419,201,-295.025
252764660,-8446,-101,-320.065
252793428,-8488,-881,-268.109
252829325,-8515,106,-250.086
252860282,-8545,-749,-297.261
252892964,-8573,-638,-382.341
252922447,-8605,163,-296.14
252955640,-8647,-606,-369.31
252984612,-8670,-155,-323.353
253014154,-8694,-668,-498.521
253045113,-8741,-670,-427.465
253077633,-8762,-233,-525.448
253108554,-8798,-41,-177.7
253132265,-8816,-338,-490.414
253165825,-8842,-432,-340.745
253206179,-8881,-60,-875.689
253250982,-8877,69,-1542.85
253281005,-7351,17678,30000
253313065,-6031,2592,3527.68
253345637,-6078,-324,-328.259
253374530,-6123,-453,-509.429
253409608,-6146,-288,-567.324
253452942,-6196,-382,-307.657
253482082,-6210,-133,-360.402
253515331,-6249,-53,-201.507
253544918,-6270,-423,-371.475
253569623,-6291,-279,-163.509
253603238,-6336,-667,-414.561
253641503,-6357,-381,-349.54
253666890,-6406,-37,-323.543
253698361,-6443,-295,-421.817
253729570,-6456,-84,-343.685
253762663,-6499,19,-363.494
253789398,-6524,-1101,-813.775
253825136,-6575,-500,243.497
253856659,-6595,-809,-372.011
253884646,-6621,157,-291.372
253918072,-6661,-279,-27.4778
253949901,-6695,105,-142.335
253983686,-6714,120,0
254009832,-6757,-86,-101.206
254042681,-6774,61,-328.723
254072317,-6823,-219,-265.632
254103777,-6826,-923,-567.397
254134430,-6886,-244,-288.494
254173769,-6893,-94,-234.851
254189216,-6939,-847,-86.0138
254227984,-6962,-93,-297.271
254257889,-7001,44,0
254286043,-7020,29,-45.8968
254319736,-7048,-142,-362.321
254357771,-7108,-119,-34.4271
254383684,-7119,-812,-354.22
254415245,-7153,-616,-133.587
254446571,-7191,-91,-373.531
254478051,-7221,-206,-429.568
254508794,-7256,-600,-147.868
254539445,-7273,298,-11.6277
