Timestamp,ref_rpm_1,Timestamp,sht_controller[1].pid_speed.Output,Timestamp,sht_motor[1].measure.real_current,Timestamp,sht_motor[1].measure.speed_rpm,
283398931,7000,283398931,148.834,283398931,401,283398931,6998,
283428321,7000,283428321,171.834,283428321,226,283428321,6999,
283460293,7000,283460293,0,283460293,427,283460293,6995,
283490493,7000,283490493,13.8338,283490493,-450,283490493,6997,
283535451,7000,283535451,151.765,283535451,-431,283535451,6992,
283564888,7000,283564888,151.837,283564888,179,283564888,6999,
283598715,7000,283598715,-18.1605,283598715,265,283598715,7000,
283630740,7000,283630740,75.7921,283630740,101,283630740,7004,
283663823,7000,283663823,200.783,283663823,274,283663823,7003,
283696560,7000,283696560,14.8997,283696560,180,283696560,7004,
283724796,7000,283724796,-56.1536,283724796,199,283724796,6998,
283757065,7000,283757065,-38.153,283757065,128,283757065,6995,
283788754,7000,283788754,148.848,283788754,744,283788754,6995,
283820321,7000,283820321,199.919,283820321,240,283820321,6997,
283856090,7000,283856090,0,283856090,-220,283856090,6998,
283884574,7000,283884574,78.8539,283884574,-41,283884574,7004,
283904526,7000,283904526,153.859,283904526,245,283904526,7004,
283944399,7000,283944399,151.822,283944399,29,283944399,6999,
283974826,7000,283974826,-57.1418,283974826,52,283974826,7006,
284004973,7000,284004973,77.8603,284004973,151,284004973,7006,
284038066,7000,284038066,-19.1394,284038066,-90,284038066,6998,
284068638,7000,284068638,15.9251,284068638,-572,284068638,7000,
284134705,7000,284134705,61.8635,284134705,271,284134705,6998,
284160573,7000,284160573,148.864,284160573,-136,284160573,6997,
284195704,7000,284195704,-38.0628,284195704,-176,284195704,6995,
284225215,7000,284225215,0,284225215,117,284225215,6996,
284257978,7000,284257978,58.8972,284257978,132,284257978,7002,
284289279,7000,284289279,79.8697,284289279,-411,284289279,6994,
284320135,7000,284320135,-38.1284,284320135,236,284320135,7000,
284358994,7000,284358994,0,284358994,-13,284358994,6997,
284394425,7000,284394425,150.873,284394425,32,284394425,6995,
284428887,7000,284428887,-17.123,284428887,491,284428887,6997,
284458901,7000,284458901,-81.1237,284458901,-416,284458901,6993,
284481876,7000,284481876,-58.1234,284481876,-87,284481876,6992,
284494158,7000,284494158,56.8792,284494158,276,284494158,6995,
284521773,7000,284521773,6.98096,284521773,-494,284521773,7007,
284552969,7000,284552969,104.823,284552969,193,284552969,6996,
284583001,7000,284583001,195.894,284583001,258,284583001,6999,
284616683,7000,284616683,-178.136,284616683,318,284616683,6997,
284647429,7000,284647429,77.8871,284647429,-184,284647429,6995,
284677238,7000,284677238,-110.115,284677238,-33,284677238,6999,
284706693,7000,284706693,-35.1085,284706693,-255,284706693,7004,
284740495,7000,284740495,150.843,284740495,-623,284740495,7001,
284770328,7000,284770328,107.891,284770328,-8,284770328,7007,
284803220,7000,284803220,77.8724,284803220,6,284803220,7004,
284836457,7000,284836457,152.893,284836457,272,284836457,6995,
284864733,7000,284864733,61.8968,284864733,439,284864733,6996,
284897117,7000,284897117,-81.1028,284897117,-560,284897117,6996,
284918076,7000,284918076,60.8993,284918076,260,284918076,6996,
284955699,7000,284955699,13.9222,284955699,131,284955699,7005,
284988241,7000,284988241,56.9016,284988241,160,284988241,7000,
285016800,7000,285016800,-58.0975,285016800,253,285016800,7003,
285048692,7000,285048692,56.9045,285048692,-392,285048692,6995,
285077846,7000,285077846,136.143,285077846,456,285077846,7001,
285140452,7000,285140452,98.0122,285140452,83,285140452,6998,
285164156,7000,285164156,77.0002,285164156,297,285164156,7001,
285207359,7000,285207359,-103.109,285207359,-469,285207359,7000,
285235998,7000,285235998,199.577,285235998,543,285235998,7002,
285266576,7000,285266576,-11.6029,285266576,594,285266576,6994,
285297696,7000,285297696,199.669,285297696,-20,285297696,7006,
285328814,7000,285328814,131.726,285328814,60,285328814,7002,
285361445,7000,285361445,106.791,285361445,263,285361445,6996,
285392249,7000,285392249,-16.4825,285392249,147,285392249,7003,
285425579,7000,285425579,62.0966,285425579,-279,285425579,6993,
285452886,7000,285452886,161.343,285452886,-48,285452886,6999,
285487178,7000,285487178,0,285487178,-432,285487178,6998,
285520790,7000,285520790,-110.077,285520790,-527,285520790,6997,
285541660,7000,285541660,-130.065,285541660,-457,285541660,7004,
285578934,7000,285578934,77.8918,285578934,27,285578934,6992,
285610498,7000,285610498,78.9272,285610498,-132,285610498,6999,
285642664,7000,285642664,-35.0698,285642664,-613,285642664,7004,
285672883,7000,285672883,0,285672883,-58,285672883,7007,
285705642,7000,285705642,0,285705642,-213,285705642,6996,
285739784,7000,285739784,78.9584,285739784,-174,285739784,7007,
285758757,7000,285758757,-17.0503,285758757,-103,285758757,6996,
285799055,7000,285799055,-136.063,285799055,264,285799055,6995,
285827726,7000,285827726,-53.0022,285827726,-498,285827726,6998,
285861760,7000,285861760,150.935,285861760,75,285861760,6999,
285889810,7000,285889810,102.939,285889810,247,285889810,6997,
285923891,7000,285923891,57.9404,285923891,273,285923891,7005,
285987442,7000,285987442,56.9424,285987442,-132,285987442,7006,
286015840,7000,286015840,0,286015840,-339,286015840,7000,
286045389,7000,286045389,153.96,286045389,286,286045389,6999,
286077815,7000,286077815,153.939,286077815,-47,286077815,7006,
286109039,7000,286109039,223.947,286109039,-621,286109039,7000,
286141205,7000,286141205,105.923,286141205,-192,286141205,6998,
286174721,7000,286174721,0,286174721,1,286174721,7000,
286204020,7000,286204020,-130.05,286204020,-506,286204020,7001,
286236186,7000,286236186,0,286236186,318,286236186,7000,
286265579,7000,286265579,-128.059,286265579,641,286265579,7001,
286298426,7000,286298426,0,286298426,269,286298426,7000,
286329217,7000,286329217,76.9336,286329217,-44,286329217,6996,
286351246,7000,286351246,-83.0442,286351246,132,286351246,6998,
286391315,7000,286391315,195.956,286391315,72,286391315,7002,
286420027,7000,286420027,-81.042,286420027,115,286420027,7006,
286452288,7000,286452288,79.9597,286452288,-100,286452288,7002,
286484880,7000,286484880,-19.1545,286484880,199,286484880,7000,
286516364,7000,286516364,151.964,286516364,-550,286516364,7007,
286547670,7000,286547670,-103.037,286547670,131,286547670,7000,
286568621,7000,286568621,-19.0393,286568621,508,286568621,6998,
286577064,7000,286577064,79.9659,286577064,175,286577064,6995,
286603343,7000,286603343,-18.9698,286603343,-107,286603343,7007,
286640696,7000,286640696,-111.185,286640696,-230,286640696,6998,
286676929,7000,286676929,151.899,286676929,-84,286676929,6995,
286702706,7000,286702706,-54.9657,286702706,148,286702706,6995,
286735284,7000,286735284,-63.883,286735284,-162,286735284,6992,
286766626,7000,286766626,149.988,286766626,198,286766626,6997,
286797725,7000,286797725,-83.0219,286797725,283,286797725,7000,
286826927,7000,286826927,148.975,286826927,-256,286826927,6995,
286858136,7000,286858136,106.011,286858136,210,286858136,6995,
286889905,7000,286889905,56.0042,286889905,-156,286889905,6996,
286955045,7000,286955045,-83.0619,286955045,-109,286955045,6996,
286982259,7000,286982259,14.0152,286982259,-60,286982259,7007,
287014937,7000,287014937,-130.022,287014937,-364,287014937,6996,
287046916,7000,287046916,136.984,287046916,-440,287046916,6999,
287077296,7000,287077296,-176.019,287077296,-21,287077296,6998,
287107991,7000,287107991,0,287107991,201,287107991,6995,
287125656,7000,287125656,151.055,287125656,229,287125656,6999,
287155685,7000,287155685,-81.0154,287155685,280,287155685,6996,
287190518,7000,287190518,0,287190518,189,287190518,6999,
287216261,7000,287216261,0,287216261,-532,287216261,6998,
287246283,7000,287246283,0,287246283,-198,287246283,7006,
287279330,7000,287279330,0,287279330,50,287279330,7007,
287319062,7000,287319062,76.0005,287319062,-237,287319062,7006,
287336697,7000,287336697,79.9951,287336697,-204,287336697,7007,
287373443,7000,287373443,106.031,287373443,-332,287373443,6996,
287407623,7000,287407623,168.158,287407623,297,287407623,6999,
287432056,7000,287432056,16.9994,287432056,-415,287432056,6994,
287468970,7000,287468970,0,287468970,252,287468970,6993,
287500050,7000,287500050,17.1462,287500050,336,287500050,6996,
287528922,7000,287528922,149.485,287528922,-40,287528922,6997,
287576696,7000,287576696,106.879,287576696,-80,287576696,7001,
287606391,7000,287606391,-37.8264,287606391,28,287606391,7004,
287638890,7000,287638890,199.722,287638890,-59,287638890,7004,
287671878,7000,287671878,54.8316,287671878,4,287671878,6995,
287702913,7000,287702913,-63.8658,287702913,114,287702913,7004,
287735524,7000,287735524,-111.808,287735524,-120,287735524,7000,
287795568,7000,287795568,131.819,287795568,-26,287795568,7003,
287825028,7000,287825028,0,287825028,-92,287825028,7000,
287857298,7000,287857298,183.343,287857298,568,287857298,6997,
287888684,7000,287888684,107.337,287888684,170,287888684,6998,
287923826,7000,287923826,80.0244,287923826,-182,287923826,6998,
287954328,7000,287954328,124.964,287954328,133,287954328,6999,
287985542,7000,287985542,80.0291,287985542,214,287985542,7001,
288016120,7000,288016120,223.712,288016120,-60,288016120,6999,
288047171,7000,288047171,9.12103,288047171,-129,288047171,7004,
288075264,7000,288075264,80.0329,288075264,8,288075264,7006,
288108948,7000,288108948,152.818,288108948,-49,288108948,6996,
288155186,7000,288155186,0,288155186,-298,288155186,6996,
288182786,7000,288182786,57.9834,288182786,105,288182786,6996,
288218450,7000,288218450,135.709,288218450,131,288218450,6999,
288247891,7000,288247891,-62.8056,288247891,29,288247891,6997,
288279375,7000,288279375,149.041,288279375,-80,288279375,7000,
288311465,7000,288311465,-57.96,288311465,-86,288311465,7002,
288342994,7000,288342994,199.765,288342994,-197,288342994,6995,
288405950,7000,288405950,133.29,288405950,-26,288405950,7004,
288435404,7000,288435404,150.979,288435404,-251,288435404,7000,
288465822,7000,288465822,198.956,288465822,113,288465822,6995,
288500958,7000,288500958,103.05,288500958,62,288500958,7004,
288530020,7000,288530020,-18.811,288530020,417,288530020,6998,
288560939,7000,288560939,14.0554,288560939,708,288560939,6996,
288592550,7000,288592550,98.0526,288592550,140,288592550,7005,
288622131,7000,288622131,59.0312,288622131,265,288622131,6995,
288653291,7000,288653291,-111.56,288653291,-142,288653291,7005,
288683122,7000,288683122,-38.9425,288683122,304,288683122,6995,
288715635,7000,288715635,135.058,288715635,-395,288715635,6997,
288760233,7000,288760233,60.0519,288760233,580,288760233,6995,
288771531,7000,288771531,103.062,288771531,462,288771531,6996,
288789727,7000,288789727,52.1782,288789727,308,288789727,6995,
288829292,7000,288829292,-82.875,288829292,300,288829292,6996,
288854490,7000,288854490,0,288854490,245,288854490,6996,
288887230,7000,288887230,0,288887230,45,288887230,7006,
288915847,7000,288915847,51.2065,288915847,-217,288915847,7006,
288948959,7000,288948959,0,288948959,517,288948959,7000,
288976750,7000,288976750,104.074,288976750,149,288976750,7007,
289005060,7000,289005060,273.839,289005060,-3,289005060,7007,
289039339,7000,289039339,105.008,289039339,-218,289039339,6999,
289073979,7000,289073979,-110.926,289073979,-327,289073979,7000,
289103892,7000,289103892,-103.926,289103892,19,289103892,7002,
289138064,7000,289138064,-57.9244,289138064,-38,289138064,6999,
289171770,7000,289171770,87.2341,289171770,501,289171770,6999,
289198781,7000,289198781,0,289198781,-343,289198781,7000,
289233070,7000,289233070,106.094,289233070,65,289233070,7009,
289264526,7000,289264526,153.916,289264526,626,289264526,6997,
289295006,7000,289295006,-17.7515,289295006,95,289295006,7007,
289327371,7000,289327371,149.085,289327371,217,289327371,7000,
289355142,7000,289355142,80.0882,289355142,93,289355142,6998,
289401738,7000,289401738,121.131,289401738,-440,289401738,6998,
289432201,7000,289432201,153.104,289432201,-300,289432201,7000,
289466986,7000,289466986,-129.902,289466986,-26,289466986,7000,
289496388,7000,289496388,0,289496388,117,289496388,6998,
289530915,7000,289530915,104.115,289530915,-431,289530915,6997,
289561516,7000,289561516,153.01,289561516,-39,289561516,6996,
289586543,7000,289586543,-129.972,289586543,180,289586543,6997,
289614333,7000,289614333,57.1055,289614333,93,289614333,6999,
289653092,7000,289653092,0,289653092,305,289653092,7007,
289685906,7000,289685906,57.1068,289685906,-20,289685906,6999,
289710450,7000,289710450,149.108,289710450,-43,289710450,6999,
289738443,7000,289738443,-130.891,289738443,416,289738443,6999,
289768477,7000,289768477,80.1108,289768477,573,289768477,6994,
289800845,7000,289800845,106.091,289800845,104,289800845,7003,
289829840,7000,289829840,-18.8635,289829840,328,289829840,6996,
289864200,7000,289864200,58.1152,289864200,-63,289864200,7000,
289899803,7000,289899803,-80.8851,289899803,-51,289899803,7003,
289929570,7000,289929570,103.118,289929570,560,289929570,6992,
289962455,7000,289962455,150.128,289962455,651,289962455,7000,
289997590,7000,289997590,-82.8865,289997590,338,289997590,7006,
290026114,7000,290026114,103.12,290026114,224,290026114,7005,
290061286,7000,290061286,153.121,290061286,287,290061286,6998,
290090242,7000,290090242,-18.6934,290090242,431,290090242,7007,
290160484,7000,290160484,0,290160484,9,290160484,6996,
290177941,7000,290177941,0,290177941,-57,290177941,7007,
290212041,7000,290212041,-112.87,290212041,493,290212041,6998,
290247591,7000,290247591,77.207,290247591,336,290247591,6992,
290280733,7000,290280733,-54.8709,290280733,212,290280733,7000,
290310683,7000,290310683,-63.8545,290310683,-315,290310683,6997,
290341489,7000,290341489,-81.8565,290341489,-233,290341489,7000,
290370529,7000,290370529,-129.867,290370529,-306,290370529,6997,
290428197,7000,290428197,-57.8662,290428197,-16,290428197,7000,
290462774,7000,290462774,77.1673,290462774,66,290462774,7006,
290493298,7000,290493298,151.14,290493298,59,290493298,6998,
290525832,7000,290525832,126.142,290525832,265,290525832,7004,
290558061,7000,290558061,153.334,290558061,131,290558061,6997,
290587897,7000,290587897,57.1424,290587897,-35,290587897,7007,
290621027,7000,290621027,-113.166,290621027,212,290621027,7005,
290651530,7000,290651530,105.218,290651530,271,290651530,6997,
290683688,7000,290683688,135.792,290683688,399,290683688,6999,
290715242,7000,290715242,-178.027,290715242,-3,290715242,6998,
290744353,7000,290744353,-39.5726,290744353,418,290744353,6995,
290777210,7000,290777210,57.1492,290777210,83,290777210,6998,
290799782,7000,290799782,-80.8478,290799782,-36,290799782,6995,
290838580,7000,290838580,126.15,290838580,56,290838580,6999,
290868607,7000,290868607,179.333,290868607,-171,290868607,7006,
290900142,7000,290900142,80.1554,290900142,230,290900142,6999,
290928274,7000,290928274,107.69,290928274,195,290928274,6995,
290989617,7000,290989617,103.644,290989617,-39,290989617,6998,
291023994,7000,291023994,57.1609,291023994,39,291023994,6995,
291058599,7000,291058599,-61.4666,291058599,69,291058599,6998,
291086428,7000,291086428,80.1631,291086428,101,291086428,6997,
291119914,7000,291119914,107.692,291119914,208,291119914,6999,
291149500,7000,291149500,-62.7297,291149500,-540,291149500,6995,
291179035,7000,291179035,172.169,291179035,76,291179035,6999,
291212260,7000,291212260,87.4211,291212260,318,291212260,7000,
291257235,7000,291257235,100.265,291257235,40,291257235,7002,
291289579,7000,291289579,63.386,291289579,-127,291289579,7001,
291318420,7000,291318420,104.21,291318420,215,291318420,7004,
291352878,7000,291352878,-14.9169,291352878,128,291352878,7005,
291383546,7000,291383546,12.229,291383546,458,291383546,6993,
291417099,7000,291417099,-105.819,291417099,236,291417099,7007,
291446532,7000,291446532,103.181,291446532,502,291446532,6998,
291478452,7000,291478452,90.8088,291478452,-38,291478452,7001,
291507217,7000,291507217,58.165,291507217,-436,291507217,6998,
291538262,7000,291538262,106.804,291538262,-508,291538262,7002,
291570917,7000,291570917,131.573,291570917,-451,291570917,6999,
291634546,7000,291634546,-4.56529,291634546,292,291634546,7001,
291662472,7000,291662472,-105.757,291662472,585,291662472,6998,
291693339,7000,291693339,108.484,291693339,-246,291693339,7006,
291725163,7000,291725163,86.8741,291725163,-159,291725163,7006,
291756473,7000,291756473,78.1632,291756473,69,291756473,7004,
291788326,7000,291788326,-126.807,291788326,-201,291788326,6995,
291815261,7000,291815261,0,291815261,135,291815261,6998,
291851396,7000,291851396,76.3391,291851396,-153,291851396,7005,
291881280,7000,291881280,79.1445,291881280,469,291881280,6995,
291913550,7000,291913550,-109.097,291913550,106,291913550,7001,
291944229,7000,291944229,-177.972,291944229,-253,291944229,6995,
291976900,7000,291976900,149.21,291976900,-367,291976900,7000,
292005689,7000,292005689,0,292005689,127,292005689,6998,
292032367,7000,292032367,-34.7878,292032367,-310,292032367,7006,
292070369,7000,292070369,151.214,292070369,82,292070369,6999,
292100634,7000,292100634,60.0614,292100634,210,292100634,6996,
292132359,7000,292132359,126.217,292132359,-143,292132359,7009,
292163800,7000,292163800,60.2159,292163800,140,292163800,6995,
292193042,7000,292193042,125.218,292193042,192,292193042,7004,
292225506,7000,292225506,-66.7812,292225506,436,292225506,6996,
292266922,7000,292266922,0,292266922,-535,292266922,7006,
292300902,7000,292300902,12.2232,292300902,323,292300902,6994,
292330603,7000,292330603,57.2259,292330603,462,292330603,6999,
292362261,7000,292362261,-81.7841,292362261,460,292362261,7000,
292394985,7000,292394985,0,292394985,283,292394985,6998,
292425893,7000,292425893,135.312,292425893,333,292425893,6996,
292458062,7000,292458062,-37.7978,292458062,97,292458062,6996,
292488238,7000,292488238,78.2799,292488238,82,292488238,6997,
292521440,7000,292521440,-126.769,292521440,-134,292521440,6998,
292549632,7000,292549632,171.233,292549632,-139,292549632,6995,
292580448,7000,292580448,-128.766,292580448,-324,292580448,6998,
292610986,7000,292610986,-177.765,292610986,394,292610986,6994,
292636444,7000,292636444,57.2372,292636444,244,292636444,7001,
292672271,7000,292672271,106.212,292672271,333,292672271,6995,
292704584,7000,292704584,12.2162,292704584,-290,292704584,7000,
292738636,7000,292738636,105.192,292738636,80,292738636,6998,
292768933,7000,292768933,88.0553,292768933,109,292768933,7000,
292801476,7000,292801476,-111.756,292801476,227,292801476,7000,
292831939,7000,292831939,-177.757,292831939,198,292831939,7002,
292874803,7000,292874803,-128.754,292874803,-85,292874803,6996,
292908157,7000,292908157,197.254,292908157,17,292908157,6995,
292938155,7000,292938155,195.249,292938155,-586,292938155,6997,
292972546,7000,292972546,181.136,292972546,-317,292972546,6996,
293006019,7000,293006019,0,293006019,-213,293006019,7004,
293037439,7000,293037439,57.2547,293037439,56,293037439,6998,
293068491,7000,293068491,86.2566,293068491,-96,293068491,6999,
293099165,7000,293099165,0,293099165,71,293099165,6998,
293126909,7000,293126909,-63.8568,293126909,-78,293126909,6997,
293157736,7000,293157736,-175.809,293157736,171,293157736,7000,
293190310,7000,293190310,105.291,293190310,-224,293190310,6995,
293253164,7000,293253164,16.1481,293253164,-542,293253164,6993,
293280800,7000,293280800,-129.719,293280800,-315,293280800,7002,
293310700,7000,293310700,-126.733,293310700,-212,293310700,6998,
293344059,7000,293344059,80.2702,293344059,-297,293344059,6996,
293375964,7000,293375964,-128.729,293375964,77,293375964,6996,
293405973,7000,293405973,104.274,293405973,242,293405973,6996,
293438264,7000,293438264,144.248,293438264,-620,293438264,7007,
293472309,7000,293472309,0,293472309,201,293472309,7008,
293498157,7000,293498157,0,293498157,280,293498157,7009,
293532683,7000,293532683,12.2548,293532683,783,293532683,6994,
293562419,7000,293562419,0,293562419,515,293562419,6999,
293595723,7000,293595723,-129.721,293595723,209,293595723,7001,
293657044,7000,293657044,-54.7235,293657044,390,293657044,6995,
293689949,7000,293689949,77.2603,293689949,131,293689949,6996,
293718008,7000,293718008,-54.7138,293718008,-494,293718008,6999,
293747579,7000,293747579,-80.7139,293747579,-344,293747579,7006,
293782425,7000,293782425,123.326,293782425,-186,293782425,7002,
293812569,7000,293812569,59.2872,293812569,-694,293812569,6999,
293845516,7000,293845516,57.2893,293845516,230,293845516,7004,
293875335,7000,293875335,106.278,293875335,182,293875335,6997,
293906482,7000,293906482,0,293906482,-268,293906482,6996,
293936912,7000,293936912,154.203,293936912,227,293936912,7000,
293966530,7000,293966530,57.2942,293966530,-45,293966530,6998,
294001080,7000,294001080,60.2262,294001080,153,294001080,7001,
294029835,7000,294029835,-19.1947,294029835,199,294029835,7003,
294042097,7000,294042097,125.798,294042097,-142,294042097,6996,
294071516,7000,294071516,-127.189,294071516,336,294071516,7003,
294106827,7000,294106827,-85.8743,294106827,-196,294106827,6995,
294138531,7000,294138531,124.366,294138531,532,294138531,6994,
294170219,7000,294170219,-177.528,294170219,58,294170219,6998,
294200802,7000,294200802,13.4721,294200802,254,294200802,7006,
294233773,7000,294233773,109.174,294233773,329,294233773,6994,
294297002,7000,294297002,178.508,294297002,147,294297002,7004,
294323401,7000,294323401,51.4611,294323401,314,294323401,6995,
294359023,7000,294359023,127.299,294359023,13,294359023,7006,
294387344,7000,294387344,-16.5113,294387344,351,294387344,7000,
294420280,7000,294420280,125.06,294420280,-265,294420280,7004,
294450628,7000,294450628,-129.906,294450628,-340,294450628,7003,
294482550,7000,294482550,103.322,294482550,-77,294482550,6998,
294513630,7000,294513630,149.322,294513630,-676,294513630,6997,
294545594,7000,294545594,103.324,294545594,161,294545594,6996,
294572561,7000,294572561,76.4151,294572561,58,294572561,7000,
294609068,7000,294609068,153.326,294609068,-64,294609068,6999,
294673852,7000,294673852,0,294673852,395,294673852,6999,
294698461,7000,294698461,13.3303,294698461,68,294698461,7004,
294730650,7000,294730650,224.328,294730650,333,294730650,7000,
294763484,7000,294763484,105.349,294763484,190,294763484,6994,
294794911,7000,294794911,52.3189,294794911,289,294794911,7006,
294825559,7000,294825559,152.317,294825559,-114,294825559,7000,
294858589,7000,294858589,0,294858589,454,294858589,6999,
294888474,7000,294888474,-129.665,294888474,-41,294888474,7001,
294918823,7000,294918823,0,294918823,39,294918823,7000,
294951441,7000,294951441,104.36,294951441,-153,294951441,6996,
294976047,7000,294976047,-37.6539,294976047,-452,294976047,6993,
295011705,7000,295011705,-108.652,295011705,572,295011705,7002,
295040874,7000,295040874,63.3545,295040874,27,295040874,6995,
295064939,7000,295064939,144.408,295064939,-169,295064939,7005,
295078862,7000,295078862,151.291,295078862,-227,295078862,7000,
295119181,7000,295119181,134.453,295119181,-335,295119181,6998,
295191214,7000,295191214,60.3405,295191214,-62,295191214,6995,
295213416,7000,295213416,-63.7142,295213416,-148,295213416,6996,
295246708,7000,295246708,125.36,295246708,437,295246708,6998,
295304915,7000,295304915,16.3493,295304915,-146,295304915,7003,
295339896,7000,295339896,57.3517,295339896,176,295339896,6995,
295368699,7000,295368699,183.352,295368699,65,295368699,6997,
295400363,7000,295400363,-102.689,295400363,-23,295400363,6996,
295432476,7000,295432476,149.355,295432476,334,295432476,6995,
295461378,7000,295461378,-37.6418,295461378,-323,295461378,7005,
295525592,7000,295525592,199.36,295525592,-253,295525592,6997,
295556138,7000,295556138,14.2928,295556138,97,295556138,6995,
295588518,7000,295588518,149.357,295588518,-103,295588518,7006,
295618779,7000,295618779,-129.609,295618779,-203,295618779,7000,
295653679,7000,295653679,14.2047,295653679,-329,295653679,6997,
295684588,7000,295684588,-54.6041,295684588,-113,295684588,6998,
295715292,7000,295715292,103.363,295715292,-159,295715292,6998,
295745755,7000,295745755,-55.685,295745755,188,295745755,6996,
295775428,7000,295775428,-39.5182,295775428,9,295775428,6995,
295806724,7000,295806724,123.366,295806724,127,295806724,6993,
295839107,7000,295839107,-102.631,295839107,148,295839107,6997,
295868781,7000,295868781,197.367,295868781,-219,295868781,7004,
295916435,7000,295916435,-80.6286,295916435,85,295916435,7008,
295944634,7000,295944634,106.381,295944634,138,295944634,7004,
295977048,7000,295977048,0,295977048,56,295977048,6997,
296008589,7000,296008589,60.4472,296008589,-151,296008589,6995,
296044207,7000,296044207,98.3293,296044207,-118,296044207,7003,
296076115,7000,296076115,125.377,296076115,-315,296076115,6993,
296098223,7000,296098223,0,296098223,-112,296098223,7005,
296129017,7000,296129017,-110.633,296129017,33,296129017,6998,
296164649,7000,296164649,133.544,296164649,12,296164649,7001,
296202354,7000,296202354,86.2664,296202354,637,296202354,7001,
296228922,7000,296228922,-39.6172,296228922,-127,296228922,7004,
296260160,7000,296260160,154.334,296260160,251,296260160,7004,
296294153,7000,296294153,62.3273,296294153,190,296294153,6998,
296324553,7000,296324553,125.375,296324553,-155,296324553,7009,
296354782,7000,296354782,-18.5963,296354782,-255,296354782,6998,
296386818,7000,296386818,-63.6912,296386818,-325,296386818,7003,
296417792,7000,296417792,52.3355,296417792,272,296417792,7003,
296449921,7000,296449921,77.3895,296449921,-357,296449921,6996,
296477177,7000,296477177,60.4459,296477177,70,296477177,7003,
296502955,7000,296502955,79.425,296502955,-127,296502955,6995,
296543269,7000,296543269,-175.446,296543269,397,296543269,7004,
296571948,7000,296571948,-148.47,296571948,661,296571948,6996,
296605914,7000,296605914,195.391,296605914,279,296605914,7000,
296633918,7000,296633918,154.66,296633918,283,296633918,7000,
296669268,7000,296669268,124.888,296669268,104,296669268,6996,
296696895,7000,296696895,-99.9008,296696895,-105,296696895,7000,
296725069,7000,296725069,-17.8205,296725069,0,296725069,6998,
296755723,7000,296755723,175.759,296755723,301,296755723,7004,
296789123,7000,296789123,132.603,296789123,69,296789123,7004,
296826369,7000,296826369,8.95196,296826369,218,296826369,6998,
296855399,7000,296855399,-17.2822,296855399,-12,296855399,7003,
296886214,7000,296886214,62.064,296886214,-396,296886214,6996,
296916921,7000,296916921,-129.716,296916921,-19,296916921,7002,
296950785,7000,296950785,-130.742,296950785,-192,296950785,6997,
296979717,7000,296979717,123.492,296979717,-271,296979717,7002,
297015067,7000,297015067,-128.596,297015067,292,297015067,6998,
297039817,7000,297039817,0,297039817,-252,297039817,7006,
297077655,7000,297077655,178.549,297077655,126,297077655,6999,
297104647,7000,297104647,135.381,297104647,-327,297104647,6998,
297128126,7000,297128126,226.552,297128126,157,297128126,6999,
297164901,7000,297164901,0,297164901,23,297164901,7003,
297198958,7000,297198958,200.421,297198958,89,297198958,7004,
297223792,7000,297223792,12.4111,297223792,277,297223792,6996,
297256485,7000,297256485,-109.644,297256485,-11,297256485,6997,
297289818,7000,297289818,-177.629,297289818,-70,297289818,7003,
297320972,7000,297320972,104.414,297320972,276,297320972,6997,
297333108,7000,297333108,0,297333108,27,297333108,7007,
297360422,7000,297360422,-62.5822,297360422,500,297360422,6999,
297397503,7000,297397503,0,297397503,144,297397503,6990,
297430614,7000,297430614,86.2923,297430614,500,297430614,6999,
297462827,7000,297462827,77.4183,297462827,-451,297462827,6992,
297490601,7000,297490601,0,297490601,170,297490601,6997,
297524856,7000,297524856,77.4035,297524856,75,297524856,7006,
297550520,7000,297550520,133.327,297550520,-24,297550520,6997,
297582311,7000,297582311,86.369,297582311,-423,297582311,6995,
297617536,7000,297617536,125.426,297617536,-219,297617536,7002,
297647734,7000,297647734,-38.6103,297647734,504,297647734,6998,
297675671,7000,297675671,0,297675671,-333,297675671,7000,
297714668,7000,297714668,137.428,297714668,-198,297714668,6993,
297745586,7000,297745586,-101.572,297745586,-77,297745586,6996,
297775327,7000,297775327,196.434,297775327,419,297775327,6993,
297804705,7000,297804705,-52.5186,297804705,283,297804705,6997,
297836993,7000,297836993,172.432,297836993,-209,297836993,6995,
297864621,7000,297864621,-175.6,297864621,-128,297864621,6998,
297894998,7000,297894998,-34.5643,297894998,-349,297894998,7004,
297930511,7000,297930511,-85.5167,297930511,125,297930511,7001,
297952073,7000,297952073,-80.5663,297952073,-306,297952073,7006,
297989636,7000,297989636,58.4318,297989636,-252,297989636,6999,
298018401,7000,298018401,0,298018401,215,298018401,7004,
298050673,7000,298050673,106.433,298050673,344,298050673,7004,
298081383,7000,298081383,-18.4864,298081383,174,298081383,6997,
298112744,7000,298112744,61.4751,298112744,348,298112744,6996,
298179974,7000,298179974,57.4418,298179974,273,298179974,6997,
298206519,7000,298206519,-57.5585,298206519,299,298206519,7003,
298237789,7000,298237789,-84.5588,298237789,91,298237789,6995,
298270583,7000,298270583,137.214,298270583,-537,298270583,6999,
298299703,7000,298299703,16.1861,298299703,-71,298299703,7003,
298333792,7000,298333792,77.4568,298333792,-531,298333792,7000,
298363823,7000,298363823,0,298363823,-114,298363823,6996,
298384555,7000,298384555,-34.5513,298384555,-418,298384555,7006,
